date,daily_RMSE_SEIR_TLGRF,daily_MAE_SEIR_TLGRF,daily_RMSE_SEIR_Fixed,daily_MAE_SEIR_Fixed,daily_RMSE_SEIR_tcv,daily_MAE_SEIR_tcv,daily_RMSE_TLGRF,daily_MAE_TLGRF
2021-02-14,0.4600755370844213,0.32477322146809195,0.5209352831116365,0.39601062712409235,0.5954321243415529,0.4693217639845511,0.08281224084992994,0.06372306595008825
2021-02-15,0.45122114704542465,0.3188726291873503,0.5088739981498226,0.3878918789217864,0.5823319224464116,0.45531654996369697,0.0938532630530173,0.07728276937878403
2021-02-16,0.4658294017783736,0.32492987509977367,0.5275631991154108,0.404362390147057,0.5823620568963956,0.46638998435147433,0.11548819712357256,0.09087312910645515
2021-02-17,0.45159085175679237,0.31438908000484156,0.514764796160939,0.3905683012908353,0.5776617215558589,0.46838045049074395,0.13642534612038584,0.10534251417835036
2021-02-18,0.4474309413239214,0.31367695359439624,0.518226515366037,0.387001588681612,0.586365925030377,0.45935562362458365,0.13794153126159642,0.10184620088450742
2021-02-19,0.43531218007032,0.29981224163339676,0.5108197686457565,0.3876538018810912,0.5796610176308846,0.4603131914276133,0.15700056322580594,0.10764852257462268
2021-02-20,0.4404341922944138,0.30748603459949475,0.5183608921449442,0.38587104942394207,0.5889294480358218,0.4592393416153851,0.1385911429500728,0.11213612954482297
2021-02-21,0.47193373633490526,0.33557607202217454,0.5723663637706863,0.4253443217646047,0.6438159100364419,0.4990106047347699,0.1825562145596971,0.11877183739250294
2021-02-22,0.5046189228529662,0.36297823175679766,0.6137320097307521,0.46525444367862856,0.6411152750107563,0.4948036221386635,0.24416460017079938,0.15319253797938764
2021-02-23,0.45451789370508894,0.32106787308246193,0.5590707719062117,0.41052858560730016,0.6248365322918559,0.48030967904856303,0.17143187618939917,0.12170903870844223
2021-02-24,0.48580754019809785,0.35180066491629475,0.5893677844251262,0.4428637538092021,0.6563602138202836,0.5013441656122043,0.164888668335432,0.10857069220216635
2021-02-25,0.4887214589484592,0.35592351226379,0.5927583901227595,0.4439899579563598,0.6661606382544192,0.5143222338082951,0.16253888112387427,0.10795548203072536
2021-02-26,0.46763045168266754,0.34392939698180225,0.569664559314478,0.409410606552056,0.6423962358379708,0.4783616204867547,0.16895356380193982,0.1276199435012647
2021-02-27,0.4827335146489807,0.36201352515972235,0.5885760060713653,0.4333083733363345,0.6617457665038013,0.5038713302473429,0.14886694590333904,0.10686806664309693
2021-02-28,0.47924746737687945,0.3511528171443725,0.5843168223427856,0.42542233332659857,0.6603768063389852,0.49621779596396226,0.1871988213218706,0.1425271897130206
2021-03-01,0.45772160622098096,0.3143951822947088,0.5909207875722314,0.4159056335209426,0.6628108804052504,0.48939991247285053,0.18993435383238552,0.15029996312996938
2021-03-02,0.469851643631019,0.3257749971787086,0.6006010937957043,0.43829967439387174,0.6594102340965778,0.49537994203333907,0.14539475710745306,0.11042703003997315
2021-03-03,0.48071694119514674,0.3282794357374784,0.6190482147709473,0.4518200144415703,0.6765789176274277,0.507103871588286,0.17283177848393894,0.1302383578969881
2021-03-04,0.5080924345200754,0.3508251298746049,0.6472875089381417,0.47799907440053013,0.7041356202104941,0.5335023129666994,0.18465965945557122,0.12224676174737902
2021-03-05,0.5581194472543353,0.39018108972881915,0.7029407197987998,0.5230484308996894,0.7597324718075013,0.5753697925547349,0.214759311838556,0.1460007486148218
2021-03-06,0.5431345640217269,0.3696359412552641,0.6890744923007712,0.49182838530761575,0.7450759419465799,0.5404953534285196,0.18300550963926757,0.12411994887342391
2021-03-07,0.5534013307520962,0.3751868741011155,0.6999960838798643,0.491928344168425,0.7540788531943495,0.5376406626810338,0.20441312141308926,0.14810178758924078
2021-03-08,0.5442328050708075,0.361832601949339,0.6947832314119743,0.4891329524213754,0.7740276525674638,0.5521059931199852,0.19638023746189384,0.1356204909543546
2021-03-09,0.554040755990351,0.36432648916409116,0.7126794387209152,0.48914670267515764,0.7961305997509872,0.5602777615447686,0.2113466490662144,0.14315029989585878
2021-03-10,0.578709107235674,0.3732486525193954,0.7415712074746913,0.5025142515270861,0.8268493571878477,0.5666383752875972,0.2129446393824018,0.1289815251189351
2021-03-11,0.6034080605789727,0.37764382451644446,0.7707457400973671,0.5070600028369097,0.8315658529143453,0.5623994668948207,0.2138542736265808,0.13504903980108318
2021-03-12,0.6181619065760909,0.39513150945551856,0.7835641218552363,0.5160655483212703,0.8442751753102841,0.5675830067685573,0.20244427731917036,0.12003132727672039
2021-03-13,0.5998929397458168,0.37693775625547543,0.777536599024598,0.511310703803431,0.8291484391744123,0.5680511217269951,0.18303426277004303,0.10705200348115078
2021-03-14,0.5182536008006893,0.352570140631648,0.6564600413487031,0.47611377000062627,0.7089519383216896,0.5351624698288413,0.13448465925160252,0.0985850806477645
2021-03-15,0.5451669624802037,0.348358372115181,0.6840053035399563,0.4771307158958531,0.7089839734639567,0.520880808032584,0.15161277838716222,0.09653359125672717
2021-03-16,0.5815735291791022,0.3810922893838191,0.7126181318624764,0.4937487460175984,0.7600209107767576,0.556519591840391,0.1771019027996359,0.12204936939903988
2021-03-17,0.5904945538249008,0.3918459207434558,0.7229748755654046,0.4969297237709696,0.7702828839087359,0.5525241115849453,0.17459996800291783,0.12162186069021959
2021-03-18,0.5340330269903647,0.36129884760571457,0.6219637694635235,0.44312515564177113,0.6997493921213572,0.5145671598757016,0.1552395913753386,0.11792296690966046
2021-03-19,0.5355300484561986,0.35822112827901675,0.625975691026748,0.4445339434517028,0.6873832734260408,0.4966253730853021,0.14062867707166546,0.10782159826617488
2021-03-20,0.5613624545548628,0.38910836261322085,0.6623713172833671,0.48374068044976853,0.7119526232367721,0.5236384388563273,0.17803293011399698,0.12988405119002105
2021-03-21,0.5426141752240994,0.36417700213854975,0.6372637236801982,0.4513022660043883,0.6976911669421876,0.5102001238113183,0.16577102811877703,0.12128363428888257
2021-03-22,0.5430495500175134,0.37445741246287656,0.6320793305100578,0.44835039319240805,0.7067256585470082,0.5285543969943546,0.19532310281986426,0.1392813549258699
2021-03-23,0.5106309315223728,0.35620695285639165,0.5988062046903537,0.4265052202652574,0.6935848809484499,0.522029414509659,0.17631773414339305,0.1331112362776911
2021-03-24,0.46508576080212477,0.32259710584526247,0.5472475725486161,0.39454512387799756,0.6212381071988228,0.45927221972834037,0.17143778244170446,0.12321895158191984
2021-03-25,0.4388805162028131,0.32494935453844315,0.5233226981974133,0.3823363207587971,0.6019946165351048,0.4489528483715725,0.1914985857893169,0.12948195299864387
2021-03-26,0.41973170404328203,0.32047292637118835,0.505039536842464,0.3706771288920552,0.609786992082678,0.4659851807542013,0.19264990994083936,0.1284726150992941
2021-03-27,0.42066327971035145,0.31525749381127266,0.4924803721425356,0.33951817620755886,0.561579821027252,0.4094136932760457,0.19086003984399708,0.144752652426249
2021-03-28,0.42877933274511876,0.3180913393654398,0.5088804655868202,0.3548149185300005,0.5666382270357987,0.41494169491237765,0.1670217568263512,0.12018811372793838
2021-03-29,0.43188473484900436,0.31631071769487773,0.5241744367268386,0.373651073797563,0.5891301180413256,0.442130750712256,0.18472798929017212,0.12999337289209104
