fips,county_x,state_x,date.x,tau.hat,log_rolled_cases,shifted_log_rolled_cases,rolled_cases,shifted_rolled_cases,predictor,delta cases,capacity,rank_unfiltered,changepoint,outbreak,rank_filtered,delta_ranked
8091.0,Ouray,Colorado,2021-12-20,0.00827721227779,3.487811854498926,3.5874793396722087,32.71428571428571,36.1428571428572,0.27078308737341567,3.4285714285714946,1.0,9.0,0.0,0.0,5.0,5.0
8095.0,Phillips,Colorado,2021-12-20,-0.0323202431019759,3.1166848839716548,3.1780538303479458,22.5714285714286,24.000000000000004,-0.729514058587457,1.4285714285714022,1.0,12.0,0.0,0.0,6.0,6.0
8063.0,Kit Carson,Colorado,2021-12-20,-0.0089896141673637,4.713383770628321,4.61370508843793,111.42857142857103,100.857142857143,-1.00169986436338,-10.57142857142803,1.0,13.0,0.0,0.0,7.0,10.0
8065.0,Lake,Colorado,2021-12-20,-0.0102799813939746,4.623571271358984,4.561367563329698,101.85714285714302,95.7142857142857,-1.0470895334148431,-6.1428571428573235,1.0,14.0,0.0,0.0,8.0,8.0
8019.0,Clear Creek,Colorado,2021-12-20,-0.0238824282420352,3.8409872323113943,4.007333185232471,46.57142857142857,55.000000000000014,-1.1122388009862108,8.428571428571445,1.0,16.0,0.0,0.0,9.0,4.0
8073.0,Lincoln,Colorado,2021-12-20,-0.0203343369563439,4.015095190567959,3.767822656454056,55.42857142857138,43.285714285714285,-1.1271032484373467,-12.142857142857096,1.0,17.0,0.0,0.0,10.0,11.0
8105.0,Rio Grande,Colorado,2021-12-20,-0.0194915814775062,4.956832588103278,4.579119508788149,142.142857142857,97.42857142857143,-2.770589081445521,-44.714285714285566,1.0,29.0,0.0,0.0,11.0,12.0
8071.0,Las Animas,Colorado,2021-12-20,-0.0302762335819404,5.154117017573945,4.695272020685274,173.14285714285694,109.42857142857099,-5.2421135859016745,-63.71428571428595,1.0,35.0,0.0,0.0,12.0,13.0
8067.0,La Plata,Colorado,2021-12-20,-0.0186125119522316,6.075346031088684,6.057118517329418,435.00000000000006,427.142857142857,-8.096442699220747,-7.85714285714306,1.0,42.0,0.0,0.0,13.0,9.0
8041.0,El Paso,Colorado,2021-12-20,-0.0143806466049148,8.740793781129627,8.678145179616752,6252.857142857137,5873.142857142858,-89.92012884244573,-379.71428571427896,1.0,53.0,0.0,0.0,14.0,14.0
8041.0,El Paso,Colorado,2021-12-27,0.0070809903012787,8.678145179616752,8.964476369225594,5873.142857142858,7820.285714285724,41.58766760945285,1947.142857142866,1.0,9.0,0.0,0.0,1.0,1.0
8113.0,San Miguel,Colorado,2021-12-27,0.0819762347693192,4.908444353199705,5.717967109648156,135.428571428571,304.2857142857139,11.10192436590205,168.8571428571429,1.0,13.0,0.0,0.0,2.0,2.0
8049.0,Grand,Colorado,2021-12-27,0.0398098037468861,4.723587940802569,5.284653004353977,112.57142857142897,197.28571428571396,4.481446478935194,84.714285714285,1.0,16.0,1.0,1.0,3.0,4.0
8019.0,Clear Creek,Colorado,2021-12-27,0.0405393793905776,4.007333185232471,4.457664048879502,55.000000000000014,86.28571428571428,2.2296658664817683,31.285714285714263,1.0,18.0,0.0,0.0,4.0,6.0
8091.0,Ouray,Colorado,2021-12-27,0.0223229465422375,3.5874793396722087,4.290459441148391,36.1428571428572,72.99999999999999,0.8068150678837281,36.85714285714278,1.0,22.0,0.0,0.0,5.0,5.0
8095.0,Phillips,Colorado,2021-12-27,0.0092179286386605,3.1780538303479458,3.189888287994949,24.000000000000004,24.2857142857143,0.22123028732785202,0.28571428571429536,1.0,23.0,0.0,0.0,6.0,7.0
8009.0,Baca,Colorado,2021-12-27,-6.41614289445919e-05,3.129263666178516,3.1166848839716548,22.857142857142907,22.5714285714286,-0.0014665469473049608,-0.285714285714306,1.0,24.0,0.0,0.0,7.0,8.0
8103.0,Rio Blanco,Colorado,2021-12-27,-0.0188195872140628,4.115546769872704,3.926207640420102,61.28571428571433,50.714285714285694,-1.1533718449761352,-10.571428571428633,1.0,28.0,0.0,0.0,8.0,10.0
8065.0,Lake,Colorado,2021-12-27,-0.0183069682686464,4.561367563329698,4.282600854535869,95.7142857142857,72.42857142857137,-1.7522383914275836,-23.28571428571432,1.0,31.0,0.0,0.0,9.0,14.0
8073.0,Lincoln,Colorado,2021-12-27,-0.0406882577892787,3.767822656454056,3.4339872044851463,43.285714285714285,31.0,-1.7612203014502066,-12.285714285714285,1.0,32.0,0.0,0.0,10.0,11.0
8067.0,La Plata,Colorado,2021-12-27,-0.0048534324398303,6.057118517329418,6.332772013915593,427.142857142857,562.7142857142862,-2.0731089992989418,135.57142857142924,1.0,34.0,0.0,0.0,11.0,3.0
8063.0,Kit Carson,Colorado,2021-12-27,-0.029466598314282,4.61370508843793,4.415392328517681,100.857142857143,82.71428571428567,-2.9719169156975886,-18.142857142857338,1.0,37.0,0.0,0.0,12.0,12.0
8105.0,Rio Grande,Colorado,2021-12-27,-0.0568019532978257,4.579119508788149,4.319391063682396,97.42857142857143,75.14285714285708,-5.53413316415959,-22.28571428571435,1.0,41.0,0.0,0.0,13.0,13.0
8071.0,Las Animas,Colorado,2021-12-27,-0.0608038717361909,4.695272020685274,4.61370508843793,109.42857142857099,100.857142857143,-6.653680821417435,-8.571428571427987,1.0,47.0,0.0,0.0,14.0,9.0
8041.0,El Paso,Colorado,2022-01-03,0.0708116218618784,8.964476369225594,9.52887721652382,7820.285714285724,13751.1428571429,553.7671148518502,5930.857142857177,1.0,4.0,0.0,0.0,1.0,1.0
8067.0,La Plata,Colorado,2022-01-03,0.0777208947521824,6.332772013915593,6.9393923639253225,562.7142857142862,1032.1428571428603,43.734657775549536,469.42857142857406,1.0,17.0,0.0,0.0,2.0,2.0
8113.0,San Miguel,Colorado,2022-01-03,0.0949345136151137,5.717967109648156,6.0375299139512295,304.2857142857139,418.8571428571432,28.8872162857417,114.5714285714293,1.0,19.0,0.0,0.0,3.0,3.0
8019.0,Clear Creek,Colorado,2022-01-03,0.0856146327894239,4.457664048879502,5.014437580045997,86.28571428571428,150.57142857142898,7.387319743544576,64.2857142857147,1.0,25.0,0.0,0.0,4.0,6.0
8091.0,Ouray,Colorado,2022-01-03,0.0808190179025108,4.290459441148391,4.858704371007312,72.99999999999999,128.85714285714312,5.899788306883287,55.85714285714313,1.0,26.0,0.0,0.0,5.0,7.0
8081.0,Moffat,Colorado,2022-01-03,0.045622361105351,4.2845712985231685,4.736198448394496,72.57142857142857,114.00000000000003,3.310879920216901,41.42857142857146,1.0,32.0,0.0,0.0,6.0,9.0
8071.0,Las Animas,Colorado,2022-01-03,0.0283842372618863,4.61370508843793,5.29974491853922,100.857142857143,200.2857142857139,2.862753072413108,99.4285714285709,1.0,33.0,0.0,0.0,7.0,4.0
8089.0,Otero,Colorado,2022-01-03,0.0073116755817027,4.501395713485899,4.8430615939368575,90.1428571428571,126.85714285714296,0.659095327436343,36.714285714285865,1.0,37.0,0.0,0.0,8.0,10.0
8095.0,Phillips,Colorado,2022-01-03,0.0196510656175762,3.189888287994949,3.567518597109668,24.2857142857143,35.4285714285714,0.4772401649982794,11.142857142857103,1.0,38.0,0.0,0.0,9.0,13.0
8065.0,Lake,Colorado,2022-01-03,-0.0076171778833964,4.282600854535869,4.985561656544138,72.42857142857137,146.285714285714,-0.5517013124117103,73.85714285714262,1.0,39.0,0.0,0.0,10.0,5.0
8073.0,Lincoln,Colorado,2022-01-03,-0.0212310093117049,3.4339872044851463,4.115546769872704,31.0,61.28571428571433,-0.658161288662852,30.285714285714327,1.0,41.0,0.0,0.0,11.0,11.0
8103.0,Rio Blanco,Colorado,2022-01-03,-0.0137436561663332,3.926207640420102,4.072683065440921,50.714285714285694,58.71428571428568,-0.6969997055783264,7.999999999999986,1.0,42.0,0.0,0.0,12.0,15.0
8105.0,Rio Grande,Colorado,2022-01-03,-0.0134328230686026,4.319391063682396,4.7803232533034326,75.14285714285708,119.14285714285704,-1.0093807048692802,43.99999999999996,1.0,43.0,0.0,0.0,13.0,8.0
8021.0,Conejos,Colorado,2022-01-03,-0.0290710280063803,3.559421386877049,3.956723184346053,35.142857142857125,52.285714285714285,-1.0216389842242215,17.14285714285716,1.0,44.0,1.0,1.0,14.0,12.0
8063.0,Kit Carson,Colorado,2022-01-03,-0.016862088585067,4.415392328517681,4.532599493153256,82.71428571428567,93.00000000000003,-1.3947356129648267,10.285714285714363,1.0,46.0,0.0,0.0,15.0,14.0
8041.0,El Paso,Colorado,2022-01-04,0.0739314338696006,9.046105685694904,9.639559208390622,8485.428571428569,15360.5714285714,627.3399012837908,6875.142857142831,1.0,4.0,0.0,0.0,1.0,1.0
8067.0,La Plata,Colorado,2022-01-04,0.0859667048201508,6.428105272684596,7.077498053569231,619.0000000000001,1184.9999999999995,53.213390283673355,565.9999999999994,1.0,17.0,0.0,0.0,2.0,2.0
8113.0,San Miguel,Colorado,2022-01-04,0.0903635790136652,5.805565168966143,6.091956085654304,332.142857142857,442.285714285714,30.013617315253068,110.142857142857,1.0,19.0,0.0,0.0,3.0,4.0
8019.0,Clear Creek,Colorado,2022-01-04,0.0848720532954333,4.549355406881695,5.124813958204962,94.57142857142857,168.1428571428569,8.02647132593955,73.57142857142834,1.0,25.0,0.0,0.0,4.0,6.0
8091.0,Ouray,Colorado,2022-01-04,0.0884389051053468,4.403228842324484,4.908444353199705,81.7142857142857,135.428571428571,7.226721960036908,53.714285714285296,1.0,26.0,0.0,0.0,5.0,7.0
8105.0,Rio Grande,Colorado,2022-01-04,0.056094705167581,4.383810756467383,4.864232301059826,80.14285714285717,129.57142857142895,4.495589942716136,49.428571428571786,1.0,33.0,0.0,0.0,6.0,8.0
8071.0,Las Animas,Colorado,2022-01-04,0.0420146971150269,4.660740037142905,5.407812181344317,105.71428571428605,223.14285714285697,4.441553695017143,117.42857142857092,1.0,34.0,0.0,0.0,7.0,3.0
8065.0,Lake,Colorado,2022-01-04,0.0560182122457313,4.336356597840693,5.149154228231816,76.4285714285714,172.28571428571402,4.281391935923748,95.85714285714262,1.0,36.0,0.0,0.0,8.0,5.0
8081.0,Moffat,Colorado,2022-01-04,0.0493788818159131,4.330733340286331,4.830596843316868,76.0,125.28571428571404,3.7527950180093956,49.285714285714036,1.0,38.0,0.0,0.0,9.0,9.0
8089.0,Otero,Colorado,2022-01-04,0.0296256775682947,4.529522567648776,4.946731492116777,92.71428571428565,140.71428571428595,2.7467235345461782,48.0000000000003,1.0,39.0,0.0,0.0,10.0,10.0
8125.0,Yuma,Colorado,2022-01-04,0.0206379997808344,4.330733340286331,4.457664048879502,76.0,86.28571428571428,1.5684879833434144,10.285714285714278,1.0,40.0,-1.0,0.0,11.0,15.0
8095.0,Phillips,Colorado,2022-01-04,0.0343139851513567,3.218875824868201,3.622434354705783,25.000000000000007,37.42857142857141,0.8578496287839178,12.428571428571402,1.0,42.0,0.0,0.0,12.0,13.0
8103.0,Rio Blanco,Colorado,2022-01-04,0.0144756164833979,3.9318256327243257,4.120197941048435,51.0,61.57142857142859,0.7382564406532929,10.57142857142859,1.0,43.0,0.0,0.0,13.0,14.0
8073.0,Lincoln,Colorado,2022-01-04,0.0187728314868043,3.447717397297047,4.280626520232152,31.428571428571395,72.28571428571429,0.5900032752995631,40.8571428571429,1.0,44.0,0.0,0.0,14.0,11.0
8063.0,Kit Carson,Colorado,2022-01-04,-0.0118372000014267,4.404975567659426,4.5717611238569615,81.85714285714288,96.7142857142857,-0.9689593715453573,14.857142857142819,1.0,48.0,0.0,0.0,15.0,12.0
8041.0,El Paso,Colorado,2022-01-05,0.0795486272778745,9.129656982919675,9.74745176367347,9224.857142857134,17110.57142857139,733.8247225487804,7885.714285714257,1.0,3.0,0.0,0.0,1.0,1.0
8067.0,La Plata,Colorado,2022-01-05,0.0739081054377677,6.501289670540389,7.20870607414851,666.0000000000001,1351.1428571428598,49.2227982215533,685.1428571428597,1.0,18.0,0.0,0.0,2.0,2.0
8113.0,San Miguel,Colorado,2022-01-05,0.0805139137700101,5.879734583164677,6.142651656220919,357.71428571428595,465.2857142857138,28.800977154300774,107.57142857142787,1.0,19.0,0.0,0.0,3.0,5.0
8019.0,Clear Creek,Colorado,2022-01-05,0.0933552956705516,4.651235552831341,5.216487348300403,104.71428571428605,184.28571428571394,9.775633103787792,79.57142857142789,1.0,28.0,0.0,0.0,4.0,6.0
8091.0,Ouray,Colorado,2022-01-05,0.0985910805099517,4.518678154634648,4.95482051498986,91.71428571428571,141.857142857143,9.042210526769855,50.142857142857295,1.0,29.0,0.0,0.0,5.0,11.0
8071.0,Las Animas,Colorado,2022-01-05,0.0768306837796771,4.739950798013043,5.513428746164983,114.42857142857106,248.00000000000028,8.791625386788736,133.57142857142924,1.0,30.0,0.0,0.0,6.0,3.0
8065.0,Lake,Colorado,2022-01-05,0.0877185280209338,4.435905868350784,5.296172210201651,84.42857142857136,199.5714285714291,7.405950008624548,115.14285714285774,1.0,35.0,0.0,0.0,7.0,4.0
8081.0,Moffat,Colorado,2022-01-05,0.0703455198980212,4.399726211773282,4.914753522392971,81.42857142857137,136.28571428571396,5.7281351916960075,54.85714285714259,1.0,36.0,0.0,0.0,8.0,10.0
8105.0,Rio Grande,Colorado,2022-01-05,0.0655780429936013,4.449351449060137,4.95179479407332,85.57142857142863,141.42857142857105,5.611606821881029,55.85714285714242,1.0,37.0,0.0,0.0,9.0,9.0
8089.0,Otero,Colorado,2022-01-05,0.0459039553802594,4.573237138885083,5.046186278360572,96.8571428571429,155.42857142857108,4.446125963973698,58.57142857142817,1.0,39.0,1.0,1.0,10.0,8.0
8073.0,Lincoln,Colorado,2022-01-05,0.0930637108141799,3.567518597109668,4.546329685965159,35.4285714285714,94.28571428571442,3.2971143259880855,58.85714285714302,1.0,41.0,0.0,0.0,11.0,7.0
8063.0,Kit Carson,Colorado,2022-01-05,0.0264942618093119,4.42227703729518,4.600875261705211,83.28571428571433,99.57142857142858,2.206593519261264,16.28571428571425,1.0,42.0,0.0,0.0,12.0,13.0
8125.0,Yuma,Colorado,2022-01-05,0.0267882022799781,4.345658990503006,4.50928841428481,77.1428571428571,90.85714285714295,2.066518461598309,13.71428571428585,1.0,43.0,0.0,0.0,13.0,14.0
8095.0,Phillips,Colorado,2022-01-05,0.0648471834781765,3.279836524657889,3.685301632766053,26.5714285714286,39.857142857142875,1.7230823038486918,13.285714285714274,1.0,44.0,0.0,0.0,14.0,16.0
