Setting name,Date Resolved,County,Date Reported,Total cases,Total deaths,fips
Cappella of Grand Junction (23U246): November 2021,2021-12-20,Mesa,2021-11-18,17,1,8077
The Commons of Hilltop (23T695): November 2021,2022-04-05,Mesa,2021-11-18,66,0,8077
Aspen Ridge Alzheimer's Special Care Center (23W376): November 2021,2022-03-10,Mesa,2021-11-24,33,0,8077
Colorado Mesa University - Men's Lacrosse Team,2021-12-01,Mesa,2021-11-29,5,0,8077
La Villa Grande Care Center (021161): November 2021,2022-02-27,Mesa,2021-12-01,48,1,8077
Retreat at Harbor Cove (23114D): December 2021,2021-12-28,Mesa,2021-12-06,7,0,8077
Bookcliff Middle School,2022-03-09,Mesa,2021-12-13,26,0,8077
Mantey Heights Rehabilitation and Care Center (021149): December 2021,2022-03-17,Mesa,2021-12-13,65,1,8077
Eagle Ridge at Grand Valley (021116): December 2021,2022-03-22,Mesa,2021-12-15,70,0,8077
29 and One Half Road Group Home (05T700),2022-03-24,Mesa,2021-12-16,14,0,8077
Colorado Mesa University - Theatre Department,2022-01-05,Mesa,2021-12-16,6,0,8077
Olson Avenue (05U328): December 2021,2022-03-24,Mesa,2021-12-16,17,0,8077
Mesa Manor Center (021177): December 2021,2022-03-14,Mesa,2021-12-18,59,0,8077
309 Kava Way (05R725),2022-03-24,Mesa,2021-12-20,4,0,8077
Mesa County Work Release/Community Corrections: December 2021,2022-03-02,Mesa,2021-12-21,35,0,8077
Comfort Care Assisted Living and Memory Care (2311RP): January 2022,2022-03-16,Mesa,2021-12-27,7,0,8077
Homeward Bound: December 2021,2022-02-23,Mesa,2021-12-28,23,0,8077
Grand Villa Assisted Living (231132): December 2021,2022-02-07,Mesa,2021-12-29,18,0,8077
Hilltop Life Adjustment Program (23Q649): December 2021,2022-03-17,Mesa,2021-12-29,28,0,8077
23rd St Group Home (05R955),2022-03-24,Mesa,2021-12-30,6,0,8077
The Lodge at Grand Junction (23W782): December 2021,2022-02-21,Mesa,2021-12-30,12,0,8077
The Willows (231128): January 2022,2022-02-15,Mesa,2022-01-03,11,0,8077
Peachtree Assisted Living LLC #1 (231117): January 2022,2022-02-03,Mesa,2022-01-05,20,0,8077
The Fountains of Hilltop (2311QA): January 2022,2022-04-08,Mesa,2022-01-06,34,0,8077
Blossom View Assisted Living (231104): January 2022,2022-02-10,Mesa,2022-01-14,10,0,8077
Cappella of Grand Junction (23U246): January 2022,2022-03-02,Mesa,2022-01-14,10,0,8077
The Retreat at Palisade (2311QG): January 2022,2022-02-18,Mesa,2022-01-17,34,0,8077
Residence at Grand Mesa (23R116): January 2022,2022-03-08,Mesa,2022-01-21,27,0,8077
Independence Academy: January 2022,2022-03-12,Mesa,2022-01-24,14,0,8077
Peachtree Assisted Living LLC #2 (231123): January 2022,2022-02-14,Mesa,2022-01-24,9,0,8077
The Center at Foresight LLC (02V727): January 2022,2022-03-11,Mesa,2022-01-24,31,0,8077
Western Slope Memory Care (23W350): January 2022,2022-03-10,Mesa,2022-01-24,10,0,8077
Women's Recovery Center - Clifton: January 2022,2022-02-23,Mesa,2022-01-24,7,0,8077
Chipeta Elementary School: January 2022,2022-03-14,Mesa,2022-01-25,10,0,8077
The Home Depot #1513,2022-03-04,Mesa,2022-01-25,17,0,8077
East Middle School: January 2022,2022-03-10,Mesa,2022-01-26,15,0,8077
The Vineyards Memory Care (23S295): February 2022,2022-03-02,Mesa,2022-01-31,2,0,8077
Chatfield Elementary School: January 2022,2022-04-02,Mesa,2022-02-02,12,0,8077
De Beque Elementary School,2022-02-21,Mesa,2022-02-02,10,0,8077
Redlands Middle School: January 2022,2022-03-23,Mesa,2022-02-02,18,0,8077
Shelledy Elementary School: January 2022,2022-02-27,Mesa,2022-02-02,14,0,8077
Collbran Job Corps: January 2022,2022-03-04,Mesa,2022-02-09,13,0,8077
Dual Immersion Academy: January 2022,2022-03-17,Mesa,2022-02-09,8,0,8077
Mesa View Elementary School: February 2022,2022-03-01,Mesa,2022-02-09,9,0,8077
Strive Vocational Services,2022-03-07,Mesa,2022-02-09,8,0,8077
Appleton Elementary School: February 2022,2022-03-15,Mesa,2022-02-11,11,0,8077
Clifton Elementary School,2022-03-14,Mesa,2022-02-11,10,0,8077
Monument Ridge Elementary School: February 2022,2022-03-15,Mesa,2022-02-11,10,0,8077
Retreat at Harbor Cove (23114D): February 2022,2022-03-09,Mesa,2022-02-11,3,0,8077
Rocky Mountain Elementary School: February 2022,2022-03-15,Mesa,2022-02-18,10,0,8077
Lincoln Orchard Mesa Elementary School: January 2022,2022-03-22,Mesa,2022-02-28,11,0,8077
Pomona Elementary School: January 2022,2022-03-08,Mesa,2022-02-28,10,0,8077
Thunder Mountain Elementary School: February 2022,2022-03-19,Mesa,2022-02-28,10,0,8077
Fruitvale Elementary School: February 2022,2022-03-20,Mesa,2022-03-01,7,0,8077
Taylor Elementary School - Palisade,2022-03-12,Mesa,2022-03-03,8,0,8077
The Center at Foresight LLC (02V727): April 2022,2022-05-10,Mesa,2022-03-24,5,0,8077
Community Hospital,2022-05-15,Mesa,2022-03-28,47,0,8077
St. Mary's Medical Center,2022-04-03,Mesa,2022-03-29,53,0,8077
Cappella of Grand Junction (23U246): April 2022,2022-05-12,Mesa,2022-04-18,2,0,8077
Eagle Ridge at Grand Valley (021116): April 2022,2022-09-07,Mesa,2022-04-21,28,0,8077
The Retreat At Palisade (2311QG): April 2022,2022-05-05,Mesa,2022-04-22,3,0,8077
The Commons of Hilltop (23T695): April 2022,2022-09-20,Mesa,2022-04-29,84,0,8077
Retreat at Harbor Cove (23114D): May 2022,2022-05-25,Mesa,2022-05-09,5,0,8077
Ariel Clinical Services Day Program - Grand Junction,2022-06-06,Mesa,2022-05-16,10,0,8077
La Villa Grande Care Center (021161): May 2022,2022-07-14,Mesa,2022-05-16,15,0,8077
Larchwood Inns (0211OZ): May 2022,2022-08-05,Mesa,2022-05-18,20,1,8077
Mantey Heights Rehabilitation and Care Center (021149): May 2022,2022-06-27,Mesa,2022-05-18,6,0,8077
Western Slope Memory Care (23W350): May 2022,2022-06-14,Mesa,2022-05-19,12,0,8077
Grand Villa Assisted Living (231132): May 2022,2022-06-24,Mesa,2022-05-20,23,0,8077
The Center at Foresight LLC (02V727): May 2022,2022-07-05,Mesa,2022-05-23,4,0,8077
Hilltop Life Adjustment Program (23Q649): May 2022,2022-09-16,Mesa,2022-05-25,65,0,8077
High Desert Assisted Living- House 2 LLC (23G929): May 2022,2022-06-08,Mesa,2022-05-26,3,0,8077
Residence at Grand Mesa (23R116): June 2022,2022-08-12,Mesa,2022-05-26,29,0,8077
The Lodge at Grand Junction (23W782): June 2022,2022-06-23,Mesa,2022-05-31,3,0,8077
Cappella of Grand Junction (23U246): June 2022,2022-06-30,Mesa,2022-06-08,5,0,8077
Aspen Ridge Alzheimer's Special Care Center (23W376): June 2022,2022-07-11,Mesa,2022-06-14,10,0,8077
The Fountains of Hilltop (2311QA): June 2022,2022-09-16,Mesa,2022-06-15,37,0,8077
Summit View Treatment Center,2022-07-13,Mesa,2022-06-16,6,0,8077
Solstice Senior Living at Grand Valley: June 2022,2022-07-19,Mesa,2022-06-22,5,0,8077
Family Health West Memory Care (231128): June 2022,2022-08-02,Mesa,2022-06-24,4,0,8077
Orchard Valley Health & Rehabilitation Center (021137): June 2022,2022-09-12,Mesa,2022-06-24,32,1,8077
West Springs Hospital,2023-01-10,Mesa,2022-06-28,23,1,8077
Mantey Heights Rehabilitation and Care Center (021149): July 2022,2022-09-08,Mesa,2022-07-05,10,0,8077
Mesa County Work Release/Community Corrections: June 2022,2022-08-01,Mesa,2022-07-05,10,0,8077
Western Slope Memory Care (23W350): July 2022,2022-07-21,Mesa,2022-07-06,8,0,8077
Comfort Care Assisted Living and Memory Care (2311RP): June 2022,2022-07-19,Mesa,2022-07-07,3,1,8077
Peachtree Assisted Living LLC #1 (231117): July 2022,2022-08-01,Mesa,2022-07-12,2,0,8077
The Center at Foresight LLC (02V727): July 2022,2022-09-24,Mesa,2022-07-19,15,0,8077
The Vineyards Memory Care (23S295): July 2022,2022-08-05,Mesa,2022-07-20,5,0,8077
Bookcliff Manor Assisted Living (231118): July 2022,2022-08-11,Mesa,2022-07-25,3,0,8077
Cappella of Grand Junction (23U246): July 2022,2022-08-03,Mesa,2022-07-25,3,0,8077
Retreat at Harbor Cove (23114D): August 2022,2022-09-02,Mesa,2022-07-25,4,0,8077
Homeward Bound: July 2022,2022-09-09,Mesa,2022-07-26,16,0,8077
La Villa Grande Care Center (021161): August 2022,2022-09-29,Mesa,2022-07-29,9,0,8077
The Retreat At Palisade (2311QG): August 2022,2022-08-17,Mesa,2022-07-29,2,0,8077
High Desert Assisted Living- House 2 LLC (23G929): August 2022,2022-08-27,Mesa,2022-08-01,6,0,8077
Family Health West Memory Care (231128): August 2022,2022-09-02,Mesa,2022-08-08,11,0,8077
Peachtree Assisted Living LLC #2 (231123): August 2022,2022-08-22,Mesa,2022-08-10,3,0,8077
Cappella of Grand Junction (23U246): August 2022,2022-09-12,Mesa,2022-08-15,7,1,8077
Collbran Job Corps: August 2022,2022-10-04,Mesa,2022-08-16,17,0,8077
Larchwood Inns (0211OZ): August 2022,2022-09-12,Mesa,2022-08-23,2,0,8077
Endoscopy Center of Western Colorado,2022-09-13,Mesa,2022-08-25,5,0,8077
Comfort Care Assisted Living and Memory Care (2311RP): September 2022,2022-10-27,Mesa,2022-09-09,11,0,8077
Larchwood Inns (0211OZ): October 2022,2022-10-26,Mesa,2022-09-20,6,0,8077
The Lodge at Grand Junction (23W782): September 2022,2022-10-04,Mesa,2022-09-23,3,0,8077
Hilltop Life Adjustment Program (23Q649): October 2022,2022-10-31,Mesa,2022-09-26,5,0,8077
Western Slope Memory Care (23W350): September 2022,2022-10-17,Mesa,2022-09-26,3,0,8077
The Fountains of Hilltop (2311QA): October 2022,2022-11-10,Mesa,2022-10-03,6,0,8077
La Villa Grande Care Center (021161): October 2022 #1,2022-10-24,Mesa,2022-10-04,3,0,8077
Family Health West Memory Care (231128): October 2022,2022-11-03,Mesa,2022-10-14,3,0,8077
Olson Avenue (05U328): October 2022,2022-11-22,Mesa,2022-10-21,12,0,8077
The Lodge at Grand Junction (23W782): October 2022,2022-11-04,Mesa,2022-10-24,3,0,8077
Collbran Job Corps: October 2022,2022-12-20,Mesa,2022-10-26,22,0,8077
Eagle Ridge at Grand Valley (021116): October 2022,2023-01-24,Mesa,2022-10-26,55,1,8077
Homeward Bound: October 2022,2023-01-31,Mesa,2022-10-27,50,0,8077
La Villa Grande Care Center (021161): October 2022 #2,2022-12-10,Mesa,2022-10-28,58,0,8077
The Center at Foresight LLC (02V727): October 2022,2022-12-24,Mesa,2022-11-02,24,1,8077
The Retreat At Palisade (2311QG): November 2022,2022-11-29,Mesa,2022-11-04,18,0,8077
Western Slope Memory Care (23W350): December 2022,2022-12-27,Mesa,2022-11-04,11,0,8077
Mantey Heights Rehabilitation and Care Center (021149): November 2022,2023-01-11,Mesa,2022-11-10,68,0,8077
The Vineyards Memory Care (23S295): November 2022,2022-11-22,Mesa,2022-11-10,3,0,8077
Aspen Ridge Alzheimer's Special Care Center (23W376): November 2022,2022-12-30,Mesa,2022-11-14,43,1,8077
Larchwood Inns (0211OZ): November 2022,2022-11-30,Mesa,2022-11-14,3,0,8077
The Fountains of Hilltop (2311QA): November 2022,2022-12-16,Mesa,2022-11-15,24,0,8077
Orchard Valley Health & Rehabilitation Center (021137): November 2022,2022-12-30,Mesa,2022-11-16,34,1,8077
Retreat at Harbor Cove (23114D): November 2022,2022-12-16,Mesa,2022-11-18,17,0,8077
Bookcliff Manor Assisted Living (231118): November 2022,2022-12-05,Mesa,2022-11-28,10,0,8077
Residence at Grand Mesa (23R116): November 2022,2022-12-19,Mesa,2022-11-29,5,0,8077
Cappella of Grand Junction (23U246): November 2022,2022-12-29,Mesa,2022-12-05,5,0,8077
Peachtree Assisted Living LLC #1 (231117): December 2022,2022-12-17,Mesa,2022-12-05,2,0,8077
The Lodge at Grand Junction (23W782): November 2022,2022-12-17,Mesa,2022-12-06,3,0,8077
Mesa County Work Release/Community Corrections: November 2022,2022-12-19,Mesa,2022-12-07,10,0,8077
HopeWest Mesa Day Center,2023-01-13,Mesa,2022-12-13,7,0,8077
The Center at Foresight LLC (02V727): January 2023,2023-01-26,Mesa,2022-12-30,4,0,8077
The Commons of Hilltop (23T695): December 2022,2023-01-16,Mesa,2022-12-30,3,0,8077
The Fountains of Hilltop (2311QA): January 2023,2023-01-14,Mesa,2022-12-30,8,0,8077
La Villa Grande Care Center (021161): December 2022,2023-01-19,Mesa,2023-01-03,3,0,8077
Retreat at Harbor Cove (23114D): January 2023,2023-01-31,Mesa,2023-01-11,4,0,8077
Mantey Heights Rehabilitation and Care Center (021149): January 2023,2023-02-12,Mesa,2023-01-27,4,0,8077
Retreat at Harbor Cove (23114D): February 2023,2023-04-06,Mesa,2023-02-10,12,0,8077
Family Health West Memory Care (231128): February 2023,2023-03-06,Mesa,2023-02-17,3,0,8077
Grand Villa Assisted Living (231132): February 2023,2023-03-07,Mesa,2023-02-20,2,0,8077
Residence at Grand Mesa (23R116): March 2023,2023-03-27,Mesa,2023-03-03,7,0,8077
Grand Villa Assisted Living (231132): March 2023,2023-03-28,Mesa,2023-03-09,11,0,8077
The Commons of Hilltop (23T695): March 2023,2023-04-09,Mesa,2023-03-17,4,0,8077
The Fountains of Hilltop (2311QA): March 2023,2023-04-13,Mesa,2023-03-17,8,0,8077
Bookcliff Manor Assisted Living (231118): March 2023,2023-04-03,Mesa,2023-03-28,8,0,8077
Andrew Wommack Ministries Incorporated: Summer Family Bible Conference,2020-08-14,Teller,2020-07-14,44,1,8119
City of Woodland Park,2020-08-31,Teller,2020-07-20,5,0,8119
"Just for Kid's Childcare, Inc.",2020-08-20,Teller,2020-07-22,5,0,8119
Tractor Supply,2020-09-15,Teller,2020-08-17,5,0,8119
Andrew Wommack Ministries Incorporated: July 2020,2021-07-12,Teller,2020-08-19,153,0,8119
Wildwood Casino: October 2020,2020-12-22,Teller,2020-10-26,7,0,8119
Summit Elementary School,2021-01-05,Teller,2020-10-30,12,0,8119
Animal Medical Center of Woodland Park,2020-12-22,Teller,2020-11-06,9,0,8119
Gateway Elementary School,2021-01-15,Teller,2020-11-07,11,0,8119
Cripple Creek and Victor Gold Mine: November 2020,2021-08-20,Teller,2020-11-13,85,1,8119
City Market- Woodland Park #431: November 2020,2021-01-19,Teller,2020-11-16,6,0,8119
Cripple Creek-Victor Junior-Senior High School: November 2020,2020-12-18,Teller,2020-11-18,8,0,8119
Cripple Creek - Victor Elementary School,2020-12-15,Teller,2020-11-19,5,0,8119
Glaser Energy,2020-12-11,Teller,2020-11-19,3,0,8119
Forest Ridge (02D453): November 2020,2021-02-22,Teller,2020-11-25,56,4,8119
Walmart #3805,2021-03-19,Teller,2020-12-01,23,0,8119
City of Woodland Park Administration,2020-12-22,Teller,2020-12-02,4,0,8119
Triple Crown Casino: November 2020,2021-01-01,Teller,2020-12-02,4,0,8119
Woodland Park Police Dept.,2021-01-29,Teller,2020-12-11,6,0,8119
City of Cripple Creek Fire Dept.,2021-01-23,Teller,2021-01-06,3,0,8119
Woodland Park Community Church Learning Center,2021-02-21,Teller,2021-01-17,8,0,8119
Teller County Sheriff's Office,2021-02-16,Teller,2021-01-26,3,0,8119
City Market- Woodland Park #431: January 2021,2021-02-26,Teller,2021-01-28,3,0,8119
Cripple Creek Parks & Recreation,2021-03-02,Teller,2021-02-08,3,0,8119
Wildwood Casino: February 2021,2021-04-28,Teller,2021-03-03,13,0,8119
Cresson Elementary School: March 2021,2021-04-18,Teller,2021-03-16,5,0,8119
Bronco Billy's Casino: March 2021,2021-04-15,Teller,2021-03-22,3,0,8119
Colorado Grande Casino,2021-04-07,Teller,2021-03-25,2,0,8119
Double Eagle Hotel & Casino,2021-04-17,Teller,2021-03-29,3,0,8119
Sanborn Western Camps (COEC),2021-04-17,Teller,2021-03-29,2,0,8119
Family Dollar,2021-04-23,Teller,2021-03-31,2,0,8119
Teller County Community Development Services Division,2021-05-02,Teller,2021-04-05,2,0,8119
Triple Crown Casino: March 2021,2021-05-04,Teller,2021-04-06,4,0,8119
Camp Elim,2021-04-23,Teller,2021-04-07,3,0,8119
Teller County Department of Human Services,2021-04-26,Teller,2021-04-07,4,0,8119
Woodland Park High School: March 2021,2021-06-19,Teller,2021-04-16,17,0,8119
Woodland Park Middle School: April 2021,2021-06-30,Teller,2021-04-23,12,0,8119
Cripple Creek Care Center (020581): May 2021,2021-06-08,Teller,2021-05-04,6,1,8119
Forest Ridge (02D453): May 2021,2021-07-10,Teller,2021-05-06,14,1,8119
Golden Bell Camp and Conference Center ,2021-06-26,Teller,2021-05-18,9,0,8119
Hungry Bear Restaurant,2021-08-30,Teller,2021-07-21,9,0,8119
Forest Ridge (02D453): August 2021,2021-09-14,Teller,2021-08-23,2,0,8119
Woodland Park High School: September 2021,2022-03-28,Teller,2021-09-13,48,0,8119
Cripple Creek and Victor Gold Mine: September 2021,2022-03-09,Teller,2021-09-27,126,0,8119
Forest Ridge (02D453): September 2021,2021-12-03,Teller,2021-09-28,32,6,8119
Cresson Elementary School: September 2021,2022-03-31,Teller,2021-10-04,48,0,8119
Cripple Creek-Victor Junior-Senior High School: September 2021,2021-11-29,Teller,2021-10-04,22,0,8119
Andrew Wommack Ministries Incorporated: September 2021,2022-10-31,Teller,2021-10-05,48,0,8119
Bronco Billy's Casino: October 2021,2021-12-06,Teller,2021-10-07,21,0,8119
Wildwood Casino: September 2021,2022-03-31,Teller,2021-10-13,93,0,8119
Cripple Creek EMS,2021-12-10,Teller,2021-11-18,6,0,8119
Forest Ridge (02D453): November 2021,2022-03-14,Teller,2021-11-30,42,0,8119
Cripple Creek Care Center (020581): November 2021,2021-12-22,Teller,2021-12-07,3,0,8119
Cripple Creek Care Center (020581): December 2021,2022-03-11,Teller,2021-12-30,40,0,8119
Bronco Billy's Casino: December 2021,2022-05-24,Teller,2022-01-05,49,0,8119
The Aspen (23K559): December 2021,2022-01-12,Teller,2022-01-12,2,0,8119
The Little Baby Station,2022-02-11,Teller,2022-01-19,7,0,8119
Merit Academy,2022-05-24,Teller,2022-01-21,23,0,8119
Woodland Park Middle School: January 2022,2022-03-29,Teller,2022-02-10,9,0,8119
Cripple Creek-Victor Junior-Senior High School: January 2022,2022-03-29,Teller,2022-02-14,14,0,8119
Forest Ridge (02D453): May 2022,2022-11-23,Teller,2022-05-17,51,2,8119
Wildwood Casino American Gaming Hospitality II,2022-11-16,Teller,2022-05-31,50,0,8119
Rocky Mountain Mennonite Camp,2022-09-22,Teller,2022-06-21,15,0,8119
Sky High Ranch,2022-08-17,Teller,2022-06-21,7,0,8119
The Aspen (23K559): August 2022,2022-10-06,Teller,2022-09-01,6,0,8119
Forest Ridge (02D453): December 2022,2023-01-09,Teller,2022-12-12,12,0,8119
Forest Ridge (02D453): January 2023,2023-02-06,Teller,2023-01-30,1,0,8119
Sedgwick County Memorial Nursing Home (020199): July 2020,2020-08-11,Sedgwick,2020-07-20,7,1,8115
Jacob J. and Ann B. Walter Memorial Living Center (2301LU): November 2020,2020-12-08,Sedgwick,2020-11-05,21,0,8115
Almar Residential Facility (050142),2021-02-10,Sedgwick,2021-01-06,5,0,8115
Sedgwick County Memorial Nursing Home (020199): May 2021,2021-06-07,Sedgwick,2021-05-10,14,1,8115
D&L Meat,2021-09-12,Sedgwick,2021-08-19,7,0,8115
Sedgwick County Memorial Nursing Home (020199): August 2021,2021-09-01,Sedgwick,2021-08-25,2,0,8115
Sedgwick County Memorial Nursing Home (020199): October 2021,2021-11-03,Sedgwick,2021-10-25,2,0,8115
Jacob J. and Ann B. Walter Memorial Living Center (2301LU): January 2022,2022-02-11,Sedgwick,2022-01-10,3,0,8115
Sedgwick County Memorial Nursing Home (020199): January 2022,2022-03-15,Sedgwick,2022-01-21,17,0,8115
Jacob J. and Ann B. Walter Memorial Living Center (2301LU): August 2022,2022-09-09,Sedgwick,2022-08-10,3,0,8115
Sedgwick County Memorial Nursing Home (020199): August 2022,2022-09-02,Sedgwick,2022-08-25,14,0,8115
Sedgwick County Memorial Nursing Home (020199): November 2022,2022-12-17,Sedgwick,2022-11-16,16,0,8115
Jacob J And Anne B Walter Memorial Living Center (2301LU): November 2022,2022-12-22,Sedgwick,2022-12-02,6,1,8115
Jacob J And Anne B Walter Memorial Living Center (2301LU): January 2023,2023-01-24,Sedgwick,2023-01-06,3,0,8115
Ameristar Casinos: July 2020,2021-02-23,Gilpin,2020-07-21,49,0,8047
Monarch Casino Black Hawk,2020-12-29,Gilpin,2020-10-27,32,0,8047
Maverick Gaming,2021-05-19,Gilpin,2020-10-29,25,0,8047
Ameristar Casinos: March 2021,2021-03-30,Gilpin,2021-03-03,3,0,8047
Ameristar Casinos: July 2021,2022-10-03,Gilpin,2021-07-30,205,2,8047
Eagles Nest Early Learning Center: September 2021,2021-10-26,Gilpin,2021-09-28,10,0,8047
Bally's Black Hawk Casino,2022-02-19,Gilpin,2021-11-15,56,0,8047
Eagles Nest Early Learning Center: January 2022,2022-02-03,Gilpin,2022-01-20,7,0,8047
Delta County Sheriff's Office,2020-08-30,Delta,2020-07-22,4,0,8029
El Tapatio,2020-09-05,Delta,2020-08-09,8,0,8029
Leroux Creek Foods,2020-10-05,Delta,2020-09-01,4,0,8029
Delta Building Centers,2020-11-06,Delta,2020-09-15,4,0,8029
Walmart Pharmacy,2020-10-12,Delta,2020-09-18,2,0,8029
HopeWest Delta: October 2020,2020-12-08,Delta,2020-11-02,3,0,8029
Gateway Residential Services: November 2020,2020-12-22,Delta,2020-11-10,9,0,8029
Horizons Care Center (021111): November 2020,2021-03-12,Delta,2020-11-16,81,19,8029
Hellman's Chevrolet Buick,2020-12-22,Delta,2020-11-24,4,0,8029
Cedaredge Elementary School,2021-05-06,Delta,2020-11-28,15,0,8029
Delta County Health Services,2020-12-21,Delta,2020-11-30,3,0,8029
Cedaredge High School: December 2020,2021-03-01,Delta,2020-12-01,43,1,8029
Delta Middle School: December 2020,2021-04-12,Delta,2020-12-01,23,0,8029
Delta County Human Services,2021-02-05,Delta,2020-12-02,5,0,8029
Hotchkiss High School,2021-03-16,Delta,2020-12-02,22,0,8029
Delta Bus Garage,2020-12-29,Delta,2020-12-03,3,0,8029
Delta High School: December 2020,2021-05-02,Delta,2020-12-03,37,0,8029
