Date,PROVNUM,PROVNAME,CITY,COUNTY,Case,ever_had_case,first_week,case_count_outbreak,case_count_CMS,Case_a,ever_had_case_a,first_week_a,homes_this,homes_last,homes_two,connections_this,connections_last,connections_two,homes_this_a,homes_last_a,homes_two_a,connections_this_a,connections_last_a,connections_two_a,OOS_homes,OOS_connections
31may2020 00:00:00,065191,AUTUMN HEIGHTS HEALTH CARE CENTER,DENVER,Denver County,0,1,24may2020 00:00:00,0,23,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,2
31may2020 00:00:00,065192,REHABILITATION AND NURSING CENTER OF THE ROCKIES,FORT COLLINS,Larimer County,0,0,12jul2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065193,ALPINE LIVING CENTER,THORNTON,Adams County,0,0,26jul2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065195,SAN JUAN LIVING CENTER,MONTROSE,Montrose County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065196,AVAMERE TRANSITIONAL CARE AND REHAB-MALLEY,NORTHGLENN,Adams County,1,1,10may2020 00:00:00,3,2,1,1,10may2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065198,"GARDENS, THE",COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065202,CEDARS HEALTHCARE CENTER,LAKEWOOD,Jefferson County,0,0,,0,0,0,0,05jul2020 00:00:00,0,0,0,0,0,0,0,3,0,0,3,0,0,0
31may2020 00:00:00,065203,CHERRELYN HEALTHCARE CENTER,LITTLETON,Arapahoe County,1,1,19apr2020 00:00:00,1,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065206,"ROWAN COMMUNITY, INC",DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065208,PEARL STREET HEALTH AND REHABILITATION CENTER,ENGLEWOOD,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065209,WESTERN HILLS HEALTH CARE CENTER,LAKEWOOD,Jefferson County,0,0,,0,0,0,0,07jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065211,"FAIRACRES MANOR, INC.",GREELEY,Weld County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065212,CENTENNIAL HEALTH CARE CENTER,GREELEY,Weld County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,1,1
31may2020 00:00:00,065213,HEALTH CENTER AT FRANKLIN PARK,DENVER,Denver County,0,1,19apr2020 00:00:00,0,3,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065217,CANON LODGE CARE CENTER,CANON CITY,Fremont County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065219,KENTON MANOR,GREELEY,Weld County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065220,COLUMBINE MANOR CARE CENTER,SALIDA,Chaffee County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065221,SPRING CREEK HEALTH CARE CENTER,FORT COLLINS,Larimer County,0,0,,0,0,0,0,,1,0,0,2,0,0,1,2,0,2,3,0,0,0
31may2020 00:00:00,065222,BOULDER MANOR,BOULDER,Boulder County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065223,BERKLEY MANOR CARE CENTER,DENVER,Denver County,1,1,19apr2020 00:00:00,6,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065225,COLONIAL COLUMNS NURSING CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,2,0,0,2,0,0,0
31may2020 00:00:00,065226,APPLEWOOD LIVING CENTER,LONGMONT,Boulder County,1,1,31may2020 00:00:00,5,3,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065227,GOOD SAMARITAN SOCIETY - FORT COLLINS VILLAGE,FORT COLLINS,Larimer County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065228,PALISADES LIVING CENTER,PALISADE,Mesa County,0,0,,0,0,0,0,19jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065229,MINNEQUA MEDICENTER,PUEBLO,Pueblo County,0,0,,0,0,0,0,,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065230,JEWELL CARE CENTER OF DENVER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065231,UNIVERSITY PARK CARE CENTER,PUEBLO,Pueblo County,1,1,31may2020 00:00:00,6,20,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065232,PUEBLO CENTER,PUEBLO,Pueblo County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065233,HALLMARK NURSING CENTER,DENVER,Denver County,0,1,10may2020 00:00:00,0,2,1,1,10may2020 00:00:00,1,0,0,1,0,0,1,2,0,1,2,0,0,0
31may2020 00:00:00,065234,EVERGREEN NURSING HOME,ALAMOSA,Alamosa County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065235,PIONEER HEALTH CARE CENTER,ROCKY FORD,Otero County,0,0,19jul2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065236,RIVERWALK POST ACUTE AND REHABILITATION,PUEBLO,Pueblo County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065237,HERITAGE PARK CARE CENTER,CARBONDALE,Garfield County,0,0,,0,0,0,0,16aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065238,ELMS HAVEN CENTER,THORNTON,Adams County,0,0,19jul2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065239,SAN LUIS CARE CENTER,ALAMOSA,Alamosa County,0,0,14jun2020 00:00:00,0,36,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065240,AVAMERE TRANSITIONAL CARE AND REHABILITATION,BRIGHTON,Adams County,0,1,19apr2020 00:00:00,0,4,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065241,MANORCARE HEALTH SERVICES-DENVER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065242,BROOKSHIRE HOUSE REHABILITATION AND CARE COMMUNITY,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065243,FOUR CORNERS HEALTH CARE CENTER,DURANGO,La Plata County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065244,GLENWOOD SPRINGS HEALTHCARE,GLENWOOD SPRINGS,Garfield County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065245,COLUMBINE WEST HEALTH AND REHAB FACILITY,FORT COLLINS,Larimer County,0,0,30aug2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065246,"LAUREL MANOR CARE CENTER, INC",COLORADO SPRINGS,El Paso County,1,1,19apr2020 00:00:00,2,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065247,SPRINGS VILLAGE CARE CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065248,BETHANY NURSING & REHAB CENTER,LAKEWOOD,Jefferson County,0,0,,0,0,0,0,23aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065249,WILLOW TREE CARE CENTER,DELTA,Delta County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065250,SKYLINE RIDGE NURSING AND REHABILITATION CENTER,CANON CITY,Fremont County,0,0,,0,0,0,0,26jul2020 00:00:00,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065251,PAONIA CARE AND REHABILITATION CENTER,PAONIA,Delta County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065252,PARKMOOR VILLAGE HEALTHCARE CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,26jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065253,LA VILLA GRANDE CARE CENTER,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065254,SUNNY VISTA LIVING CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065255,BRIARWOOD HEALTH CARE CENTER,DENVER,Denver County,1,1,26apr2020 00:00:00,2,0,1,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065256,HIGHLINE REHABILITATION AND CARE COMMUNITY,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,1,0,0,1,0,0,1,0,0,1,0,1,1
31may2020 00:00:00,065257,GOLDEN PEAKS CENTER,FORT COLLINS,Larimer County,0,0,,0,2,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065258,HORIZONS CARE CENTER,ECKERT,Delta County,0,0,,0,0,0,0,26jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065259,ORCHARD PARK HEALTH CARE CENTER,LITTLETON,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065263,YUMA LIFE CARE CENTER,YUMA,Yuma County,0,0,,0,0,0,0,,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065264,WALBRIDGE MEMORIAL CONVALESCENT WING,MEEKER,Rio Blanco County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065265,BERTHOUD LIVING CENTER,BERTHOUD,Larimer County,0,0,,0,0,0,0,21jun2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065266,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,AURORA,Arapahoe County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065267,MANORCARE HEALTH SERVICES - BOULDER,BOULDER,Boulder County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065269,LIFE CARE CENTER OF PUEBLO,PUEBLO,Pueblo County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065272,SIERRA REHABILITATION AND CARE COMMUNITY,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065273,CHRISTOPHER HOUSE REHABILITATION AND CARE COMMUNIT,WHEAT RIDGE,Jefferson County,0,0,,0,1,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065274,NORTH STAR REHABILITATION AND CARE COMMUNITY,DENVER,Denver County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065276,LIFE CARE CENTER OF EVERGREEN,EVERGREEN,Jefferson County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065278,WINDSOR HEALTHCARE CENTER,WINDSOR,Weld County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065282,LIFE CARE CENTER OF LONGMONT,LONGMONT,Boulder County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,2,0,0,0
31may2020 00:00:00,065283,RIDGEVIEW POST ACUTE,COMMERCE CITY,Adams County,1,1,19apr2020 00:00:00,1,8,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065284,GRACE MANOR CARE CENTER,BURLINGTON,Kit Carson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065285,CASTLE ROCK CARE CENTER,CASTLE ROCK,Douglas County,0,1,26apr2020 00:00:00,0,2,1,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065286,EAGLE RIDGE AT GRAND VALLEY,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065290,MONACO PARKWAY HEALTH AND REHABILITATION CENTER,DENVER,Denver County,1,1,10may2020 00:00:00,2,2,1,1,10may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065291,MONTE VISTA ESTATES LLC,MONTE VISTA,Rio Grande County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065292,"REHABILITATION CENTER AT SANDALWOOD,THE",WHEAT RIDGE,Jefferson County,1,1,26apr2020 00:00:00,2,2,1,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065294,"LAMAR ESTATES, LLC",LAMAR,Prowers County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065296,CAMBRIDGE CARE CENTER,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065297,ALLISON CARE CENTER,LAKEWOOD,Jefferson County,1,1,19apr2020 00:00:00,12,21,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065298,HARMONY POINTE NURSING CENTER,LAKEWOOD,Jefferson County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065299,PARKVIEW CARE CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065302,REGENT PARK NURSING AND REHABILITATION,HOLYOKE,Phillips County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065303,BETH ISRAEL AT SHALOM PARK,AURORA,Arapahoe County,0,0,,0,2,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065305,LIBERTY HEIGHTS,COLORADO SPRINGS,El Paso County,0,0,,0,1,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065306,"VALLEY INN, THE",MANCOS,Montezuma County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065307,MANTEY HEIGHTS REHABILITATION & CARE CENTER,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,21jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065308,WHEATRIDGE MANOR CARE CENTER,WHEAT RIDGE,Jefferson County,0,0,16aug2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065309,WASHINGTON COUNTY NURSING HOME,AKRON,Washington County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065311,UPTOWN HEALTH CARE CENTER,DENVER,Denver County,0,0,21jun2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065312,CROWLEY COUNTY NURSING CENTER,ORDWAY,Crowley County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065316,HILLCREST CARE CENTER,WRAY,Yuma County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065318,IRONDALE POST ACUTE,COMMERCE CITY,Adams County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065320,LITTLETON CARE AND REHABILITATION CENTER,LITTLETON,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065321,ARVADA CARE AND REHABILITATION CENTER,ARVADA,Jefferson County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,2,0,0,2,0,0,0
31may2020 00:00:00,065322,JULIA TEMPLE HEALTHCARE CENTER,ENGLEWOOD,Arapahoe County,1,1,19apr2020 00:00:00,2,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065323,DENVER NORTH CARE CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065324,FRASIER MEADOWS HEALTH CARE CENTER,BOULDER,Boulder County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,2,0,0,0
31may2020 00:00:00,065325,MOUNT ST FRANCIS NURSING CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065327,JUNIPER VILLAGE - THE SPEARLY CENTER,DENVER,Denver County,1,1,19apr2020 00:00:00,15,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065330,ARBOR VIEW,ARVADA,Jefferson County,0,0,,0,0,0,0,09aug2020 00:00:00,0,1,0,0,1,0,0,5,0,0,5,0,1,1
31may2020 00:00:00,065331,LARCHWOOD INNS,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,16aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065332,LIFE CARE CENTER OF AURORA,AURORA,Arapahoe County,1,1,03may2020 00:00:00,2,3,1,1,03may2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065333,CRIPPLE CREEK CARE CENTER,CRIPPLE CREEK,Teller County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065337,UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY,AURORA,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065341,CASEY'S POND SENIOR LIVING LTC,STEAMBOAT SPRINGS,Routt County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065344,SUITES AT CLERMONT PARK CARE CENTER,DENVER,Denver County,1,1,19apr2020 00:00:00,1,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065345,"SUITES AT SOMEREN GLEN CARE CENTER, THE",CENTENNIAL,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065347,"VALLEY VIEW HEALTH CARE CENTER, INC",CANON CITY,Fremont County,0,0,,0,0,0,0,,1,0,0,1,0,0,1,1,0,1,1,0,1,1
31may2020 00:00:00,065351,HOLLY NURSING CARE CENTER,HOLLY,Prowers County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065354,COLOROW HEALTH CARE LLC,OLATHE,Montrose County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065355,SHARMAR VILLAGE CARE CENTER,PUEBLO,Pueblo County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065356,LIFE CARE CENTER OF COLORADO SPRINGS,COLORADO SPRINGS,El Paso County,0,0,30aug2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065358,LIFE CARE CENTER OF WESTMINSTER,WESTMINSTER,Adams County,0,0,,0,0,0,1,24may2020 00:00:00,0,1,0,0,1,0,0,3,0,0,3,0,0,0
31may2020 00:00:00,065359,BENT COUNTY HEALTHCARE CENTER,LAS ANIMAS,Bent County,0,0,,0,1,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065360,FOWLER HEALTH CARE,FOWLER,Otero County,0,0,,0,0,0,0,,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065361,BROOKSIDE INN,CASTLE ROCK,Douglas County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065362,MONTAGE HILLS,DENVER,Arapahoe County,0,0,,0,0,0,0,12jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065366,PINE RIDGE EXTENDED CARE CENTER,PAGOSA SPRINGS,Archuleta County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065367,"VILLAGE CARE AND REHABILITATION CENTER, THE",WESTMINSTER,Jefferson County,0,0,,0,0,0,0,19jul2020 00:00:00,0,1,0,0,1,0,0,3,0,0,3,0,0,0
31may2020 00:00:00,065368,LIFE CARE CENTER OF GREELEY,GREELEY,Weld County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065370,LIFE CARE CENTER OF LITTLETON,LITTLETON,Arapahoe County,0,0,16aug2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065373,BEAR CREEK SENIOR LIVING,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065374,MONTAGE RIDGE,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,1,0,0,1,0,0,1,1,0,1,1,0,0,0
31may2020 00:00:00,065376,BROOKDALE GREENWOOD VILLAGE,GREENWOOD VILLAGE,Arapahoe County,0,1,19apr2020 00:00:00,0,4,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065377,CENTRE AVE HEALTH & REHAB,FORT COLLINS,Larimer County,0,0,,0,0,0,0,07jun2020 00:00:00,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065378,RIVERDALE REHAB AND CARE COMMUNITY OF BRIGHTON,BRIGHTON,Adams County,0,0,26jul2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065379,BROOMFIELD SKILLED NURSING AND REHABILITATION CTR,BROOMFIELD,Broomfield County,1,1,26apr2020 00:00:00,4,1,1,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065380,COLORADO STATE VETERANS HOME AT FITZSIMONS,AURORA,Adams County,0,1,03may2020 00:00:00,0,6,1,1,03may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065381,E DENE MOORE CARE CENTER,RIFLE,Garfield County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065382,BROOKDALE SKYLINE,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31may2020 00:00:00,065383,VISTA VIEW CARE CENTER,THORNTON,Adams County,0,0,30aug2020 00:00:00,0,0,0,0,07jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065384,SANDROCK RIDGE CARE AND REHAB,CRAIG,Moffat County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065386,COLORADO STATE VETERANS NURSING HOME - RIFLE,RIFLE,Garfield County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065387,FOREST STREET COMPASSIONATE CARE CENTER,DENVER,Denver County,1,1,19apr2020 00:00:00,1,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2020 00:00:00,065388,ST ANDREWS VILLAGE-LTC,AURORA,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,1,0,0,1,0,0,2,0,0,2,0,0,0
