cutoff,block.mse,block.mse.0,block.mse.last
340,0.0356221143377395,0.00987125057871987,0.00973835963229829
341,0.0386809675091785,0.0115679429264847,0.0115043108799192
342,0.0426432998728375,0.0145942104602193,0.0146052696633683
343,0.0443462029150411,0.0175054184024508,0.0175272603344237
344,0.0489552827255926,0.0221841025480749,0.0222619481587364
345,0.0456017562002668,0.0236035380647329,0.0236201847180429
346,0.0388647788213707,0.0189297056457376,0.018873121367935
347,0.0314223486849037,0.0145650206629798,0.0142044632437073
348,0.0332991714335344,0.014480276415576,0.0141920332940696
349,0.0400452816440739,0.0176432749549223,0.0175491253928778
350,0.0486248232275966,0.0228897905118475,0.0228675466073778
351,0.0557320412128276,0.0268403307453535,0.0272216867258534
352,0.0676145285330603,0.0346833741261089,0.0352212588063759
353,0.089427072185893,0.0512599269290793,0.0530717760668065
354,0.0531422946186383,0.0251282167864702,0.0239743057921686
355,0.0589326791442903,0.0255479830318914,0.0242288670718992
356,0.0668505193996081,0.0249388808220931,0.0243599131752398
357,0.0735863147058432,0.0272121796041042,0.0271471093665178
358,0.090831979017896,0.0328417350861611,0.0332678200532156
359,0.101291505012485,0.0384736422541401,0.0390014810788911
360,0.142404913261639,0.052433326981414,0.0543040958881485
361,0.0375658472252215,0.0150172281050506,0.0147235440769006
362,0.0381860177234774,0.0147738143028605,0.014720168470253
363,0.0427853707844135,0.0172903748638775,0.0175073382310781
364,0.0449641942177624,0.0176864567764853,0.0179461889977044
365,0.0455532988209042,0.0193044149966725,0.0195456323684603
366,0.0407702715556278,0.0159126182251326,0.0154891147907593
367,0.0354624037917118,0.0130936177700195,0.0129155375453211
368,0.0373485016883313,0.0136352274493836,0.013812921655808
369,0.0339956636603322,0.0124819501628506,0.0125592834790736
370,0.0370419614625973,0.0159477609932783,0.0159978199555233
371,0.0395656078632396,0.0202811351012313,0.0203793340726433
372,0.0371138251086991,0.0202276169328468,0.0200546735275683
373,0.0297613524789954,0.0177615020113039,0.0176495789826625
374,0.0269232687386302,0.0174706896555551,0.0172820150371598
375,0.0274473891936111,0.0180993558089388,0.017867691874776
376,0.0237591595939801,0.0179840617864666,0.0176616376703894
377,0.032642172888589,0.0230019429553668,0.0228963660284525
378,0.0355804004962192,0.0268262367237409,0.0273288720265338
379,0.0366128496144216,0.0311887137171348,0.0310096882713083
380,0.040130446412459,0.0353365355617053,0.0350553882728851
381,0.0439565493115599,0.0373777577735955,0.0369779434980567
382,0.0572228479286692,0.0370215409487493,0.0365979339109429
383,0.0650951789728162,0.0416278601052264,0.0412874688639826
384,0.0617604384361639,0.0202584916522596,0.0198079576338705
385,0.0623207160952516,0.0193573621413303,0.0194412391648377
386,0.0823231025339511,0.0235917464753399,0.02425528712034
387,0.0752367712221398,0.0263293441992868,0.0270845701455066
388,0.0770649339115592,0.0254980064658569,0.0260943361829486
389,0.0676787621496146,0.0241640597613477,0.0238280510999215
390,0.0649191735398194,0.0237164408806288,0.0229396847464066
391,0.0541495198213398,0.0191081118277196,0.0188414554268232
392,0.0527568793681943,0.0211434969743596,0.0209345376296993
393,0.0524978000138287,0.0217099083390588,0.0217060789767205
394,0.0563107297881233,0.0220212480414753,0.0236123584906659
395,0.043338376079105,0.0182936910545391,0.0183195164299093
396,0.0387465761644009,0.0169370219437444,0.0165639642240744
397,0.0411849894204675,0.0175226102788894,0.0181789146607006
398,0.0436927147314682,0.0205645163544817,0.0203828485015953
399,0.0471325040125275,0.0197614191074882,0.0197544516357268
400,0.053064979606845,0.0197880419025478,0.0198085219174156
401,0.0583892627089789,0.0196977480661458,0.0197706752056646
402,0.0681983434726513,0.0232230798884228,0.0234650132141137
403,0.0654787454424448,0.0226304579780066,0.0226782565936569
404,0.0843810705860403,0.0359051323216292,0.0361189400940648
405,0.105859480635922,0.0481741186853896,0.048651756715039
406,0.0948422263527474,0.038891195836106,0.0383812762066664
407,0.0947944384860991,0.0379796586355146,0.0373512640680455
408,0.0781867839924435,0.0329858892567224,0.0321017667284125
409,0.0763601794086013,0.0301385149446088,0.0293117353940901
410,0.0744929951677346,0.0252312182616596,0.0248474127277798
411,0.0994779943144656,0.0288560941398716,0.029754672915932
412,0.181152850713943,0.0623035768002352,0.0692613310487738
413,0.147729303149152,0.0814507468354142,0.0820774218659201
414,0.169942402998362,0.10181040414704,0.101863411053015
415,0.186738090754561,0.117154781914413,0.116639831952301
416,0.197168022206545,0.126870430808107,0.126378937443361
417,0.214489298254073,0.142588443907946,0.142307449346197
418,0.23389890096074,0.157832945442625,0.157677515391793
419,0.90362554140573,0.255670431566424,0.264741833280374
420,0.609615015378408,0.161784022559976,0.166382376096545
421,0.382211060890767,0.107514710094209,0.108612419150227
422,0.260087860116854,0.0774593204884329,0.0780934535733634
423,0.205058084215671,0.0663193382856177,0.0673964014769601
424,0.176168531369438,0.0639316194726125,0.0654311896205406
425,0.158407642021286,0.0640355579609477,0.0646059848943078
426,0.0605812592758779,0.0325274450415674,0.0325898507543067
427,0.0649652026942068,0.0386450056063383,0.0385774130832473
428,0.0562811644355813,0.0327367708893862,0.0326227437959408
429,0.0592541991462972,0.0319708548852239,0.0322273802519507
430,0.0580138011381859,0.0279197457084996,0.0276595919752976
431,0.0584923132758922,0.0261394461654863,0.0263067873660188
432,0.0719678427173123,0.0323918417595277,0.0329555158015102
433,0.0792732958318848,0.0319793861364345,0.032561355085535
434,0.0967488805413176,0.0375264474230415,0.0386864347481607
435,0.0880009935842104,0.039237092005786,0.0389641261751712
436,0.0848969699960371,0.0382594035298955,0.0380834463798582
437,0.0845314467169491,0.0452636952111689,0.044999027166929
438,0.10878198285403,0.065720853273679,0.0660849457677497
439,0.161732016482599,0.113865377685287,0.115014888167508
440,0.180474253717274,0.140791748179069,0.141191980863789
441,0.0747012571389608,0.0635339595918045,0.0628377313919693
442,0.0631849619106424,0.0494172625899951,0.0486196902246145
443,0.0616544488041996,0.0350225797213672,0.0343175610117899
444,0.0831690316885736,0.0300793015069542,0.0291515303761451
445,0.165757253041099,0.0460013901090472,0.0445785125499497
446,0.443995744101245,0.136288281512868,0.134363693280453
447,1.46723831570399,0.525989479424218,0.538259387059912
448,0.0723079623881475,0.0381541007756327,0.0377353447424605
449,0.0706101480257826,0.0368223436642467,0.0365313717360471
450,0.0612498249450402,0.0288710372814046,0.0279456472263608
451,0.0560796064651134,0.0231179481464235,0.0224225270561412
452,0.0613543745920407,0.0232464973692652,0.0233490336027865
453,0.071142082814941,0.027481079710892,0.0280293214650111
454,0.0982588796530279,0.0416455514265833,0.0428831544785469
455,0.0782091517870072,0.0351005132828562,0.0355032673397936
456,0.0836320099898498,0.0385539256048449,0.0388257879531614
457,0.0576950375580766,0.0265854475726124,0.0265487948143299
458,0.0563615620766744,0.0258198118464722,0.0258186619042351
459,0.0522795828439005,0.0209955109696405,0.021051408427326
460,0.0548328046107223,0.0226848721625803,0.0224905137447688
461,0.0650748231585008,0.0275893008631512,0.0273693148295097
462,0.0644481595926054,0.0286438280010518,0.0285159200942785
463,0.0639844183487463,0.0276548176682758,0.0272936434892912
464,0.055299544222004,0.0233836215209855,0.0236591654979181
465,0.060279422220734,0.0242146140355564,0.0247571384473235
466,0.0433926906494594,0.0193056475451074,0.019364254626296
467,0.0495774819847693,0.0243646438835955,0.0244020630873387
468,0.0491259404049124,0.026399049231635,0.0259552578286913
469,0.0530359857731699,0.0286012552150001,0.0283673438406232
470,0.0486688881564563,0.0280954719425112,0.0273584231199607
471,0.0425187038794773,0.0259713094962069,0.0253543700265442
472,0.0388410439849982,0.0227310184592113,0.0221700561708989
473,0.0353934325812597,0.0196783582288514,0.0191292889320544
474,0.0421063784930354,0.0226493896967484,0.0223308380879969
475,0.0486890800261008,0.0270608093320839,0.0269937200592384
476,0.0525835592819947,0.0322600827641776,0.0307908724903288
477,0.0498358222870386,0.0297307756407281,0.0288637299914416
478,0.0472090968257627,0.0263864051814151,0.0261059111423271
479,0.0480511925587959,0.0264154502500437,0.0264626141845999
480,0.0517487877227821,0.0299136525429768,0.0296990107962391
481,0.0465537843429856,0.0242628270858472,0.0229662575628771
482,0.0611391245532627,0.0296119148133057,0.0294691457253006
483,0.0696694385010429,0.0309626096651672,0.0314114640492238
484,0.06036851778298,0.028091710821949,0.0282985954507171
485,0.0657003171981709,0.0286847265092194,0.0289129592501762
486,0.0726309921220077,0.0278354928845352,0.0281855899742854
487,0.118591769581345,0.0442501724325072,0.0475064059544402
488,0.0544229286674535,0.0220733354514657,0.022577593772809
489,0.0680967165912793,0.0307336837173343,0.0316778806817555
490,0.0538024426652428,0.0268124199734643,0.0269016890886711
491,0.0523151284436192,0.0251695608643299,0.0250104029498554
492,0.0491990210298149,0.0255854796263346,0.0254686072326962
493,0.0417737747044543,0.0204520808971828,0.0202808765999286
494,0.0415383399829199,0.0200951004697748,0.0198605194484514
495,0.0475300428475575,0.0249002694402863,0.0252626792801495
496,0.0553337655514331,0.0272637859227299,0.0282820223811939
497,0.0522442152892985,0.0260782263655299,0.0261262861973608
498,0.050289725405447,0.0245779587812799,0.0244696806232647
499,0.0507054717512249,0.0252456843429601,0.0252829970432287
500,0.0476301768360708,0.0233834519990368,0.0231584747609659
501,0.0516217063310062,0.0250361954076654,0.025004872336919
502,0.059346654968154,0.02912767950086,0.0295245693569422
503,0.121479008057862,0.049852776532807,0.0498049138097279
504,0.109741991707173,0.0512620240814314,0.0516144676954467
505,0.125368046823535,0.0629823691189933,0.0628163533875303
506,0.131630611877449,0.0695717919578088,0.0694728784173582
507,0.0880018753764458,0.0447980662140968,0.044663790136905
508,0.0902096865935167,0.0464932044031356,0.0463981385805798
509,0.108011439977168,0.0566351972667863,0.0549851303949252
510,0.123023444473529,0.058840087511544,0.0582189744684469
511,0.156020409491796,0.071318609669467,0.0715367497843716
512,0.183493628994138,0.0730620652678524,0.068250960730198
513,0.250548800436529,0.0921442471508642,0.0940365994043592
514,0.106114442951823,0.0389113492345696,0.0381368983304668
515,0.0917275564740802,0.0326134260418779,0.0311507885308842
516,0.100800099944508,0.0418311673261591,0.0417612972664718
517,0.120938137954668,0.0502369138878006,0.0504130212509466
518,0.137677961620446,0.0568671160700611,0.0567381802723571
519,0.152346708904826,0.0655530114848136,0.0656087430940508
520,0.154224775253017,0.0648622964948576,0.0642473656110589
521,0.118640897635786,0.0411943760078931,0.0410963986211004
522,0.163495488242154,0.0597779308605404,0.0610776873654989
523,0.175412646090666,0.0705118804961018,0.0709427522375812
524,0.181985604629672,0.0795612027141882,0.0781536017641021
525,0.147843716778944,0.0735793269976335,0.0709868090051134
526,0.212838278711381,0.115962238464383,0.115490325554599
527,0.14742397571604,0.0855782823331212,0.0847700816045067
528,0.159385405852132,0.100857064405063,0.0976907084000233
529,0.0942398479433353,0.046849585383868,0.0390753746787745
530,0.111060637824974,0.0466845569993745,0.0455255098488441
531,0.238042030077293,0.0806870193408633,0.0821846690688582
532,0.248841529735907,0.0880880785376275,0.0897405242414961
533,0.422473764713689,0.143796512467082,0.149491568907833
534,0.358141541563655,0.129891278480822,0.131609893554106
535,0.625682540183382,0.247271300782087,0.251002409344732
536,0.187819424779834,0.106995379126542,0.111235913363317
537,0.213001942487292,0.1275692870002,0.13278699463769
538,0.304496712247205,0.192184291117468,0.189084127648193
539,0.279262082020544,0.191601828473882,0.191420630417629
540,0.251348710550258,0.173417711325406,0.175654686042958
541,0.602080408479616,0.180441400858288,0.188571769792424
542,0.286129666237595,0.0924696389903846,0.0970707119058307
543,0.287026320925546,0.0958295718770909,0.0931329873266989
544,0.18391566470783,0.0758910983547889,0.0758928794602366
545,0.222332439970157,0.0760434276610317,0.0759681105180451
546,0.186763752828858,0.0715729031544445,0.0718191792445346
547,0.166712036106633,0.0611713920079887,0.0620356257001421
548,0.0982082166646121,0.0410688145139948,0.0413131344831013
549,0.111365262223966,0.0332173494195321,0.0335488582714247
550,0.101102377641256,0.0405788302439794,0.0395429646493927
