"cutoff","lm.mse","slm.mse"
144,0.0601797380841022,0.0745204809412625
145,0.058782661926787,0.0747603523311255
146,0.0683224562064487,0.0838961871280575
147,0.0566872931900568,0.0825345961047675
148,0.0622851017139318,0.0861982376570361
149,0.0629849334020188,0.0871266296922106
150,0.0651348733219647,0.089201066014893
151,0.0644024532353663,0.0856709072749023
152,0.0690956566789728,0.0825446602704386
153,0.0957614382670963,0.0771509804601
154,0.136004390404277,0.154459730064442
155,0.0712321144355795,0.0858963397559616
156,0.070906158902931,0.0785662559660955
157,0.0536522386178069,0.072329661473878
158,0.0546557284303672,0.0707369023826467
159,0.0701038540833244,0.0817191844180884
160,0.0599161216533185,0.0737702318951075
161,0.0668059163119433,0.0750430494899785
162,0.0710028483619968,0.0751801048256065
163,0.0641941617446165,0.0687870912072899
164,0.0552867073534765,0.0570839214457981
165,0.057380120754339,0.0552309793882865
166,0.0723928779720814,0.0533485843878144
167,0.0697832739691875,0.0481571691464237
168,0.0550843108192456,0.0465674558938576
169,0.0550240822067772,0.0439505124651704
170,0.0510076061131973,0.0454992906960298
171,0.0555476792908141,0.0456150355855762
172,0.0419403862927756,0.0424063131711004
173,0.0379863945399249,0.0408101780679506
174,0.0395708666771322,0.0406041940517816
175,0.0416546992955447,0.0391562467573089
176,0.0487101235193394,0.0387490245499013
177,0.0398577937610368,0.0362730355188986
178,0.0416854846834499,0.0355115734533555
179,0.0428888946567488,0.0404215047229067
180,0.0428457535142415,0.0388138145826406
181,0.0406589142621461,0.0408302401948076
182,0.042663421071407,0.0410810377605899
183,0.0405812666599561,0.0397287552647604
184,0.0388050574397831,0.0399827501892063
185,0.0359103136327264,0.0378123058506272
186,0.0350105603580684,0.0384611575559855
187,0.0301612072024699,0.0316647896376456
188,0.0314423837098672,0.031505743442328
189,0.0359074320033372,0.0346492684887237
190,0.0344961914134619,0.0310255886939395
191,0.0345912187815637,0.0295225842980633
192,0.0296088253540232,0.028311116354928
193,0.028685861545872,0.0286618861629922
194,0.0296309835395312,0.0302770582345401
195,0.0319011610888286,0.0322405169918071
196,0.0318903766024592,0.0327923945357253
197,0.0313327995617079,0.034343294409642
198,0.0303881712002278,0.0347751555220726
199,0.0292129115008797,0.0341876296652885
200,0.0280112407056721,0.0347383505419772
201,0.026151692431699,0.0332050481197115
202,0.0274488822942503,0.0337014440590621
203,0.0292912738969254,0.0345436295262662
204,0.0301508455521234,0.0346778175039315
205,0.0321843192351254,0.0336798261264619
206,0.0277445529826221,0.0345008233717971
207,0.0306403583341944,0.0376055180684896
208,0.0295121461856094,0.0411012031745334
209,0.0310809725665068,0.0428575875735663
210,0.0298376281102397,0.0419802045686315
211,0.0317296777670516,0.0448485749528398
212,0.0323925382146798,0.0477215191492488
213,0.0329878220051209,0.0493118568858115
214,0.0334572379765673,0.0516753556223636
215,0.0309629786003887,0.0504829692041849
216,0.0339486798323167,0.0535274336397472
217,0.0316620598406729,0.0498505549020451
218,0.0316723797607348,0.048265571183432
219,0.0338216359691454,0.0492381268321538
220,0.0346923638487705,0.0475508036915974
221,0.0407918760470264,0.0463159537899984
222,0.0473798263860204,0.0476477462035663
223,0.0791896652125456,0.0526740014364374
224,0.0409066153678175,0.0549329622691653
225,0.0438339608604358,0.0588203586020655
226,0.0408878210528317,0.0579282642567259
227,0.0525129540125745,0.0714395263454264
228,0.0463143921161875,0.0647343965297149
229,0.0527385463685279,0.07002558511277
230,0.0646366851002939,0.0777015618675447
231,0.0492583557389127,0.0622840842804835
232,0.0439055555985373,0.0605282246812139
233,0.0390381664361397,0.0556985412856584
234,0.0382128029603979,0.0550031370840045
235,0.0390808333198482,0.0534089302727681
236,0.0498411152102383,0.0489554579539834
237,0.0415627413137364,0.0506896995805158
238,0.0424313557285978,0.0486526877998377
239,0.0494124822230238,0.0553916968644073
240,0.0351071674406553,0.0422504507795345
241,0.034632850341417,0.0383031863485709
242,0.0352568046792225,0.0419678504570242
243,0.0347670285429296,0.0395379927319298
244,0.0406690959198172,0.0427229829128758
245,0.048295128739576,0.0489965400222654
246,0.0544812221534075,0.051378892974321
247,0.049137494921982,0.0523361376814434
248,0.0544254554187682,0.0526271461326574
249,0.141304763609106,0.0572286629219564
250,0.0660693530822639,0.0635784319218762
251,0.112656975872638,0.115195141199969
252,0.0687237089341365,0.070222067232804
253,0.0550149110106634,0.0572609717986138
254,0.0780496466713561,0.0783160547352836
255,0.0679607062651707,0.0762093685003071
256,0.0488988023503489,0.0596612923669764
257,0.0746651421625442,0.0783897445924447
258,0.0934499319707461,0.046612715449566
259,0.08557988451551,0.071698026270522
260,0.0608817570582711,0.0585033956572431
261,0.0530503885301467,0.0441024639116264
262,0.061749290489546,0.0459703864494535
263,0.0500875806895127,0.0486676739717788
264,0.0653363239424865,0.0594299202244201
265,0.0578114330933674,0.0548056305019184
266,0.0566107062865161,0.0472014679799046
267,0.0495507157230503,0.0441702625971237
268,0.0426222574693976,0.0417793400742061
269,0.0446506927971488,0.0442306342025056
270,0.0638391697423265,0.0675991461916227
271,0.0560776108033356,0.0581069338449329
272,0.0501216609081818,0.0507579727654251
273,0.0363338153290015,0.043714234423336
274,0.0309496938360356,0.0398396367368064
275,0.0299387622621564,0.0360882419528935
276,0.0321977668209717,0.0358106146451849
277,0.028667285523884,0.0280947805978898
278,0.04451764073324,0.0255445705523457
279,0.10603850628971,0.0262635704209506
280,0.0351032468419398,0.0277417125110032
281,0.0290400329905231,0.0261390082137841
282,0.0284600266158404,0.027044370759122
283,0.0319638762101311,0.0288121382069687
284,0.030265588727436,0.0319780682351404
285,0.0375015728588564,0.0390517600178213
286,0.0460608200794529,0.0463526871115373
287,0.0287806049564238,0.0384426541902124
288,0.0279504422316732,0.0345366990102925
289,0.026591347004848,0.0311178730308148
290,0.0264402145474992,0.0273303155369616
291,0.0316608854880202,0.0243390057650336
292,0.0463747946211174,0.0239342535349852
293,0.067734301225229,0.0263097379236428
294,0.0315281458788075,0.0274731209740166
295,0.0349998029063252,0.0302046586178946
296,0.0360991027697384,0.0322646603593954
297,0.0323836592914428,0.0303999458924704
298,0.0402245625718793,0.0384796437445373
299,0.0313621321557052,0.0289982719662847
300,0.0330093214687433,0.029674437962549
301,0.0354401968706946,0.0306540324989737
302,0.0424145235423957,0.037042720495847
303,0.0378428449991642,0.0341063532107642
304,0.0344901184661895,0.0336593967316348
305,0.0271642007561818,0.0277985511721392
306,0.0294967485521033,0.0258807035035821
307,0.0257411252671297,0.025330655227601
308,0.0277705086109413,0.0269430589172281
309,0.0266812341034734,0.02451829026708
310,0.0292546487910228,0.025672361761111
311,0.0273676326214593,0.022928735080447
312,0.0242027550085197,0.0216176740585835
313,0.0225821578531647,0.0233661821361002
314,0.0241736360987001,0.0255055218604558
315,0.0244687215686765,0.0258407245405803
316,0.0251360207492662,0.0277497814192572
317,0.0231603750108973,0.0253897689637789
318,0.0201916556097141,0.0218102549527287
319,0.0213868444818481,0.0222561175392962
320,0.0208075285291507,0.0232437375680354
321,0.0242615634122761,0.0248922263520062
322,0.0289026360395807,0.0264113562178643
323,0.0234691910489955,0.0274065901487915
324,0.023028418570211,0.0287172662013329
325,0.0297776959559585,0.0335331004761169
326,0.0395331866782891,0.0361088403557316
327,0.0349643600260126,0.0418082670691857
328,0.0454705298895243,0.0508134010780218
329,0.0523323386344579,0.0556718698276819
330,0.0728883164174857,0.0665413476709144
331,0.0732570155635776,0.0775365684113222
332,0.10754411570868,0.120142488980473
333,0.0614005487895881,0.0757292420666211
334,0.038350573178846,0.0519455155114426
335,0.0356394647397931,0.0469593973837589
336,0.0354511712858821,0.0457068601393437
337,0.0353321542029925,0.0450582698408935
338,0.03704082612519,0.044497518040613
339,0.0153284090331072,0.0256071136249675
340,0.0117782505881887,0.0254525647074517
341,0.0134237272010508,0.0288597386652602
342,0.0177615216322252,0.0345062482662373
343,0.0205845002349529,0.039152196400333
344,0.0247365466075689,0.0454549570344895
345,0.0253362229525601,0.0500318110465749
346,0.0207074460055579,0.048980846470049
347,0.0136943539845182,0.0454505413361009
348,0.014922348812558,0.0443822056117056
349,0.0201994951347237,0.0443101936243962
350,0.0274055689023081,0.0470821461643974
351,0.0369157995296787,0.0490447372014391
352,0.0456885303677187,0.0535713581010081
353,0.0837995711765859,0.0647923936219594
354,0.024505574572353,0.0518890967114405
355,0.0306643709367165,0.050607528347613
356,0.0308601130206787,0.0392937810450553
357,0.0343957778122315,0.0344142382645836
358,0.0443706273762056,0.0299844443978562
359,0.0524114491906939,0.0267762859362408
360,0.085125391132336,0.0256258032642251
361,0.0195088949976611,0.0242555654493842
362,0.0193214887607821,0.0237526952863539
363,0.02337068903357,0.0242970155154827
364,0.0238328041825852,0.0228578568805346
365,0.0244105834003794,0.0229486291780941
366,0.0277984634866448,0.025418163831423
367,0.0205695830700495,0.0201670558314929
368,0.0188581603563418,0.0211973081959056
369,0.0160456796778121,0.0215476725072379
370,0.018400664347969,0.0249958554172915
371,0.0230361538486015,0.0293233653436403
372,0.0208583886913619,0.0307669955074727
373,0.0193313535164245,0.0312454977409252
374,0.0192708369654733,0.0339256295778711
375,0.0203224440924077,0.0388230516878282
376,0.0184535969359783,0.043045158084234
377,0.0271840040359055,0.0503330993814653
378,0.0551533578353375,0.0596283815913191
379,0.03322880722516,0.0687322299230742
380,0.0375286990023256,0.079594356212785
381,0.0391439767762404,0.0874024504154697
382,0.0402502032778746,0.0919009492690537
383,0.0444881156637098,0.093604938872963
384,0.0712272828556644,0.122351574798748
385,0.0391530047084763,0.0888228880314602
386,0.0355815922238898,0.08154349992411
387,0.0430534347737709,0.0835700668071854
388,0.040790015040904,0.0803586873623469
389,0.0259807427273275,0.0774276950965299
390,0.034178539467407,0.084168956048485
391,0.0235288769594204,0.0711402036644328
392,0.0260702910974223,0.0724098991226996
393,0.0327904157478599,0.075462744382715
394,0.0771858499600857,0.0800762123297095
395,0.0230523132746629,0.0818196820067465
396,0.0652179206063306,0.130513454287623
397,0.0411918765725192,0.110115634651918
398,0.0234384107328737,0.0945226585495475
399,0.0246748080325848,0.0973835529317708
400,0.0247090335986905,0.0985850621757493
401,0.0262485061291826,0.0979663749950305
402,0.0282091731369818,0.0991845339547272
403,0.0260789992645843,0.0992396733836559
404,0.0407015505426836,0.108931889633444
405,0.0560961670428807,0.116165053058063
406,0.039000184643049,0.113387340111135
407,0.0387425513601939,0.110309647684023
408,0.040861197577064,0.116014794440979
409,0.0372137553222914,0.107473357797877
410,0.0345404921765022,0.100249311128552
411,0.10339420138835,0.0961285517970144
412,0.197768215591992,0.0979036035012043
413,0.0922186112528098,0.117236555713017
414,0.109969264378745,0.132556467198775
415,0.123635118812744,0.145253938704284
416,0.132324471400062,0.153245621341625
417,0.147559046643846,0.16324493758067
418,0.163339122459612,0.17264827657619
419,0.467463623540303,0.488627177169933
420,0.233114679415758,0.241025412660887
421,0.132306760221848,0.138556547322012
422,0.095591412056033,0.102732511135834
423,0.0852010935737204,0.0923698681993595
424,0.0886678306133239,0.0957299760790141
425,0.0747873180615437,0.0932731619662791
426,0.038161977796305,0.0619058856306282
427,0.0449581156781809,0.0709311030785589
428,0.0396713568000346,0.0689235682630128
429,0.0408398392359679,0.0677870410687756
430,0.0401758914863156,0.0706693823358048
431,0.0364710524161265,0.0638895004222217
432,0.0440798994445453,0.0629448560969301
433,0.0422274705382953,0.0583443707164391
434,0.0547349786076871,0.054848592947813
435,0.0510127717325534,0.0586338295922785
436,0.0475131697923354,0.0567443560921376
437,0.0556513543484834,0.0646386184095457
438,0.0768996648361185,0.0809490748282125
439,0.132758187555713,0.123903477346886
440,0.148361734836903,0.153388454284402
441,0.0630142639250936,0.13432875136545
442,0.0490844108153959,0.121075897541108
443,0.0355283779137167,0.108383364344524
444,0.0301819694870684,0.0913760648077852
445,0.0448668621371424,0.0737199237221709
446,0.140860975975706,0.0594008172074373
447,0.746404070907453,0.0514869249646645
448,0.0424579695050549,0.0492085742137019
449,0.0425669864831824,0.0466360474116774
450,0.037555097082158,0.0416370378564825
451,0.0310140728261114,0.0364891129394155
452,0.0332097265399273,0.0360513146152555
453,0.039851737040094,0.0364191677946639
454,0.0696609307189096,0.0468830523503961
455,0.0455043457498475,0.0474311191667897
456,0.0466975144256199,0.0480648220970707
457,0.0317381670149192,0.032069101585108
458,0.0302448937687385,0.0326394715822618
459,0.030083482322786,0.0321053339867455
460,0.0249054580624114,0.0322273413350708
461,0.0304222392962716,0.0330679148734528
462,0.0331115824625738,0.0320061722098536
463,0.0331441240759467,0.032932639228162
464,0.0327382306307516,0.0301261169507423
465,0.0372286628540423,0.029922056952909
466,0.0228080775794777,0.0311796402179023
467,0.0280385930724533,0.035533689581087
468,0.0357111819114633,0.0426479318945476
469,0.0340367616786752,0.0402984253549419
470,0.0365448838886974,0.046505143774948
471,0.0292595049771946,0.0437188215081384
472,0.0257675901335398,0.0437412276693947
473,0.0209523332989992,0.0430030382248105
474,0.0263361559261487,0.0477091311383662
475,0.0327657617817995,0.0522415807663265
476,0.0354365032363358,0.0581278389514444
477,0.0359528825561945,0.0570371713322286
478,0.0349653194991446,0.0536817191056345
479,0.0369634819313797,0.0538508304693742
480,0.0325467112211128,0.058717655704327
481,0.0380934525007426,0.0644203817033946
482,0.0441188651288361,0.0657469048274092
483,0.0475638805925324,0.0662758888315469
484,0.0483152606795655,0.071949145788634
485,0.0465813646865856,0.0760836232313177
486,0.0574709387943276,0.0826815325923337
487,0.115793130417668,0.0980945530625264
488,0.0330177862246408,0.0609178480159803
489,0.0453246924802597,0.0680770699368927
490,0.0319325383239248,0.0677418971554354
491,0.0306365460482618,0.070867982051962
492,0.0303457600296884,0.0736454674370952
493,0.0231518982034446,0.0726206355026734
494,0.0389066380765377,0.0900312150118059
495,0.0402539304080453,0.0889473969316326
496,0.0475917482532329,0.0899640916555621
497,0.0315069104767815,0.0892180357775808
498,0.0287562428636994,0.0931997982607665
499,0.0300099005168118,0.098829087756493
500,0.0263366844393035,0.102508591803755
501,0.0576585152019551,0.137964167630621
502,0.0475734679363235,0.130917010845436
503,0.0559351937938928,0.13540706479336
504,0.0582287844057621,0.136127746734939
505,0.0672413211727548,0.145555835220926
506,0.074650030353386,0.152978701792186
507,0.0585259946082458,0.153145739938728
508,0.0516181760583275,0.150012032412263
509,0.0857736105910443,0.179251590794285
510,0.073373809984531,0.151372564641403
511,0.0865661801820495,0.155907829056721
512,0.164223848422641,0.226711327566087
513,0.159009150898973,0.144486493875579
514,0.0807320440242699,0.145324460518574
515,0.0460608593612771,0.129704326217237
516,0.0528790588285338,0.133998571793602
517,0.0711645912026091,0.14863217355491
518,0.0748628745558751,0.148577033691985
519,0.081175370895092,0.147927126223723
520,0.0776592260687975,0.146285570959483
521,0.0493533795258081,0.108866691417378
522,0.0809231468125158,0.0951084710720448
523,0.0870558762621858,0.0952249281325737
524,0.0933893506550793,0.092532438445863
525,0.0886860837816924,0.096008465726443
526,0.130137599677012,0.114096917384837
527,0.0967405974037336,0.109372119019952
528,0.115944365036737,0.118247542360417
529,0.30167884805371,0.340816761036261
530,0.126537385202934,0.161064790196659
531,0.138711382510259,0.173203281991713
532,0.152214459785181,0.175174875024175
533,0.519586276222413,0.526785673039974
534,0.240409317105179,0.233553846200884
535,0.368134401001802,0.320778988702493
536,0.173316147563864,0.11520289661658
537,0.207733763852798,0.120460401176336
538,0.208517835492211,0.134849427051424
539,0.221210444581673,0.141096209981069
540,0.235452123936546,0.136634926518282
541,0.664405125801636,0.631996653195537
542,0.226772683579533,0.15892801149845
543,0.0990203147103997,0.0897086087725245
544,0.0914434204004103,0.0785505315674281
545,0.102120806354364,0.0854504397262288
546,0.154160450197944,0.123192374027663
547,0.0941493861322823,0.0672278300871179
548,0.0553420832629704,0.0483253211275174
549,0.0509472752016439,0.0432959410545186
550,0.0650099297029324,0.0569653676524525
551,0.0672258880492787,0.0627389920443388
552,0.0611187344037994,0.0573076693319423
553,0.0545201371388192,0.0480766984297531
554,0.0725908710671593,0.0638623801149969
555,0.053936382680337,0.0436593538719032
556,0.0505061378032928,0.0406234136725417
557,0.0431093569570776,0.0385656612174903
558,0.0469131061910971,0.0422929739022775
559,0.0461311159565609,0.0395564265248584
560,0.0534964984781735,0.0420077780635456
561,0.0544186133125274,0.04533207051326
562,0.0527552978238143,0.0474913902836335
563,0.0386359954791071,0.0429504605504951
564,0.0344474020038331,0.0384008741245191
565,0.0332284654662514,0.0326035339407349
566,0.0372124141988978,0.0315099625465162
567,0.0432825928543701,0.029798937105844
568,0.0553280550013075,0.0284188185729495
569,0.0742713438047891,0.0266717200170953
570,0.0250645416027832,0.0245716039079202
571,0.0221897325708786,0.0214277224771036
572,0.0233261209186598,0.0223298036982328
573,0.0280976506693241,0.0267967752953966
574,0.0231570220269231,0.0223626380133609
575,0.0231054897876188,0.0235337986792516
576,0.0210704726787213,0.0210903124865872
577,0.0205554365169363,0.0204269433950495
578,0.0198663643608063,0.0200930666846298
579,0.02267106537866,0.0222572076293775
580,0.022525171812115,0.0206246953056764
581,0.0203687571229776,0.0204059772071378
582,0.0182823388302578,0.0179383617868234
583,0.0150780906948837,0.0152666101616054
584,0.0151078286369721,0.0152625377640551
585,0.0147410781516633,0.0145081909089333
586,0.0187320157662786,0.0165969247574052
587,0.0228422867947053,0.019356895408808
588,0.023380977281583,0.0186196829531536
589,0.0212734569853354,0.0168478446938639
590,0.0170874681097196,0.0155565905035342
591,0.0187539894671748,0.0157400651009149
592,0.0345099449817671,0.0354226661089797
593,0.0193934483914275,0.0199554679369056
594,0.0190329826563932,0.019619367375076
595,0.01742967437975,0.0183535620523592
596,0.0196018299140231,0.0211682614156951
597,0.0149322744278336,0.0166943324807304
598,0.0139824828089857,0.01616604773176
599,0.0136598082112797,0.0171199547141988
600,0.017624383874603,0.0194749681912125
601,0.0180732096225077,0.0196458591678212
602,0.0162410878527558,0.0187718485324607
603,0.0118644225652242,0.0158413517550116
604,0.0104705156174052,0.015110423577519
605,0.00836320480050118,0.013582333721514
606,0.00871511062537584,0.0142595549088739
607,0.0118065381523717,0.0166492108032384
608,0.0230886623428022,0.0271323185076892
609,0.0191422653433361,0.023354474392106
610,0.0166367778863954,0.0215959606295719
611,0.0150511757193565,0.0218783384636901
612,0.016007266066111,0.0239066065384924
613,0.0212817083174124,0.0277720654550683
614,0.0262085599114525,0.0335442640121126
615,0.0237358132586562,0.037921945497959
616,0.102180096433807,0.117285475843649
617,0.0642525282737336,0.0817753879243165
618,0.0425416744140497,0.0625871062643458
619,0.0357085251188592,0.056138010931705
620,0.033757342596567,0.0506868829415172
621,0.0310646453395948,0.0500082026393393
622,0.0172886712398656,0.0337563597837556
623,0.0232110806268926,0.0423773360270534
624,0.0162034707493657,0.0428146321314373
625,0.0112278254711822,0.04395715594735
626,0.00989728988855035,0.0444546620946459
627,0.0103986606777614,0.0471916334362755
628,0.0135791137344671,0.0520768280704995
629,0.0170548618229351,0.0582342370682272
630,0.0210628430534037,0.0564631857664688
631,0.0181315291597428,0.0568616827577903
632,0.014880359419881,0.0583480336001007
633,0.0163605890101803,0.061419894002088
634,0.0200181980110355,0.0644544375602519
635,0.0294340532720918,0.070965772965766
