cutoff,block.mape,block.mape.0,block.mape.last
336,0.0383779936577918,0.0201587491483451,0.0200875912459167
337,0.0380386693371003,0.0198469866001805,0.0197735523888591
338,0.0393625137451712,0.0202388093568941,0.0201851885596004
339,0.0297111817899592,0.0149916595327949,0.0150403100073913
340,0.0267693095594277,0.0135701289933143,0.0135250724201515
341,0.0283998861775462,0.0150113745127934,0.0149867901194912
342,0.029097217470785,0.0170089505606902,0.0170200592124595
343,0.0304143815921019,0.0191339467702211,0.0191306616081722
344,0.0315352510893748,0.0214273976479349,0.0214703422962204
345,0.0301949459526992,0.0220102577190608,0.0220192865912697
346,0.0276195509176801,0.0184596285144888,0.018401673260491
347,0.0256261904848227,0.0162946206226853,0.0161463649427578
348,0.0268888777438915,0.0161584828152824,0.0160436278944718
349,0.0296561482869798,0.0178590188660416,0.0178525989626231
350,0.0323131924950158,0.0198937902655694,0.0198639341456857
351,0.0336382869991239,0.0206088147481776,0.0206329599343906
352,0.0360881140028083,0.0222859543868545,0.0223083212478208
353,0.0391480080391337,0.0251248698487598,0.0251572898561266
354,0.0326220875476568,0.0198630158692788,0.0196089181671211
355,0.0340410465774368,0.0199316323575375,0.0196412441801208
356,0.0364732467843314,0.0206219090034919,0.0205128776469465
357,0.0375220859829012,0.0215552024526252,0.0215570341186405
358,0.0392682045091543,0.0226752041846393,0.0227512025774437
359,0.037933520008946,0.022612210525086,0.0226385404170069
360,0.0402890257480973,0.0237550507166638,0.0238887779728191
361,0.02696549198133,0.0150355403203171,0.0150014527848813
362,0.0260644494344294,0.0144314140883428,0.0144604304040108
363,0.0289464142469473,0.0159151736340348,0.0160552803054566
364,0.0288891922787547,0.0162869531565058,0.0164237116367946
365,0.0283342663039705,0.0162082567149326,0.0163352415412866
366,0.0275029545306522,0.0154518398652028,0.015446494880593
367,0.0264586695857754,0.0145495932777563,0.0145159154471394
368,0.0263815097688929,0.0147925371788732,0.0148420936776391
369,0.0256939385320953,0.015054970118579,0.015062398095905
370,0.0261995853731615,0.0168571657972718,0.0168895293339487
371,0.0264548855095536,0.0186277842533568,0.0186428644649279
372,0.0253539179691127,0.0189201470683554,0.0188688933770946
373,0.0236780519047054,0.018636800678043,0.0185859010990864
374,0.0222606832017219,0.0185701176012443,0.0185160875348799
375,0.022831491791457,0.0194218195733509,0.0193100544649956
376,0.020622098638184,0.018964396669528,0.0188289006886669
377,0.0232671813059848,0.0206951243356136,0.0205718698541979
378,0.0235423975260938,0.0222934511975029,0.0222910061155271
379,0.0233475065957914,0.022776368413259,0.0226372666450935
380,0.0226581998366546,0.023012510494699,0.0228349891495211
381,0.0237404181504372,0.0222487890558666,0.0220602531230517
382,0.0294871258122692,0.0197511908354932,0.0195974389047148
383,0.0297406160048034,0.019166749821703,0.0190441521029622
384,0.0341941048599617,0.0191957117918089,0.0189513518370261
385,0.0363645093097665,0.0180760189940488,0.0181060308557694
386,0.0404596946949255,0.0193046545141513,0.0194357310316103
387,0.0404492740425238,0.0190704134134203,0.019135318622465
388,0.0401381920329723,0.0189998627262699,0.0190275709187988
389,0.0377987562974379,0.018346004517176,0.018280692296524
390,0.0363848147233343,0.0184209030285815,0.0183459817829799
391,0.0352751527771936,0.0179550494817487,0.0179409178877847
392,0.0349338927865692,0.0194103636789493,0.0194669591362993
393,0.0350603910208362,0.0205317719993861,0.020624666371163
394,0.0338176308385426,0.020426858441565,0.0206356907915392
395,0.0318415841149701,0.0192818974998327,0.0192749608577826
396,0.0309750109017194,0.0193321648840963,0.0192583384132817
397,0.0316370700680869,0.0200836172588548,0.020124438263434
398,0.0328736713868386,0.0218035849191348,0.0217009823302295
399,0.0350733260748261,0.0218499717096757,0.0218804902930961
400,0.0383576731439037,0.0216558141872817,0.0216829117820269
401,0.0415574979149404,0.0214307387112825,0.0214819959291188
402,0.0440060175144773,0.0219479027384926,0.021988916385261
403,0.0433645912311041,0.0209718318372852,0.0209457472725325
404,0.0468713692849304,0.0234146382509894,0.0233984710540426
405,0.0513220469220634,0.0259118984544727,0.0260086510470023
406,0.0521729352910888,0.0269790755038219,0.0269935810533984
407,0.052248689829243,0.027635533056376,0.0276017249835739
408,0.0481418218724972,0.0262457242234784,0.026201123980789
409,0.0465085658243286,0.0256680314690129,0.0255282198615376
410,0.0448050958892554,0.0236786451898317,0.0235974184447698
411,0.0481759553212823,0.025033547986484,0.0251773221231739
412,0.0555268141514282,0.0309934085210989,0.0315058125065351
413,0.0542244540588232,0.0330358066491173,0.0331250718859563
414,0.0563544807589291,0.0341307273459324,0.0342199799349163
415,0.0546793139302033,0.0331136927582284,0.0330879476111583
416,0.0565278924141643,0.0329179452432023,0.0328420011549029
417,0.0570330185604927,0.0332944955656609,0.0331828645457024
418,0.0584639455972767,0.0343954562189891,0.0343664377646948
419,0.0745731532762221,0.0397872202214617,0.0400055881039942
420,0.0794944934837068,0.0426948088577916,0.0429637237569709
421,0.0712463722327,0.0390451705735997,0.039168273824707
422,0.0639519260939683,0.0362584096656067,0.03629529484022
423,0.0562195422315369,0.0331914113205812,0.0332538427192567
424,0.0523590716818953,0.0318408405791092,0.0319350253829238
425,0.0515214438938426,0.0326775852158232,0.0327395582591116
426,0.0395244416231943,0.0271756096353201,0.02723781951743
427,0.0418306247200167,0.0299558375384413,0.0300144412777605
428,0.0403078658575839,0.028925222046724,0.0289555891304542
429,0.0410540730659492,0.0286681680419079,0.0286884458621799
430,0.0402338722335547,0.0260826475155833,0.0261039186945829
431,0.0413820981555064,0.0251356924064003,0.0251675802015725
432,0.0430245518740046,0.0267596322054263,0.026870754459857
433,0.045620201225773,0.0276104968350638,0.0278112486043521
434,0.0516159802961653,0.0305756776942316,0.0308308264436599
435,0.0498837206481862,0.0302219244195386,0.0302262768074139
436,0.0506407689931276,0.0308426636120091,0.0308608307130119
437,0.0482601478851749,0.0305263435596957,0.0305102618495859
438,0.0507458341486751,0.0329316414282493,0.0329601907140776
439,0.0569296947176391,0.0388084228503245,0.0389915445781202
440,0.0552401748918855,0.0389517192004515,0.0390396099171588
441,0.0450249981385531,0.0328654448929504,0.0328749702039141
442,0.0431477323249995,0.0304865064384387,0.030435049567447
443,0.0413571557434896,0.0276897973319245,0.027521816349364
444,0.0456551732957261,0.0263581533184182,0.0261904144987185
445,0.0516041158652066,0.028792324014727,0.0287750862806086
446,0.0658288034183198,0.0390866299623847,0.0390368768652916
447,0.0917257194487345,0.0569307395452558,0.0571847682066355
448,0.0431435403813584,0.028305358870091,0.0283186971262923
449,0.0433443492757378,0.028432238683929,0.02832210139967
450,0.0412724926662235,0.0261656793054903,0.0260306900250892
451,0.0397028968954529,0.0243531745624457,0.0241747670546327
452,0.0411611570710473,0.0239975281327546,0.0240570754090337
453,0.0434681296115438,0.0259527528821408,0.0261174583952799
454,0.0476957604938419,0.0297099500569091,0.029874471021074
455,0.0449575449079374,0.0285731697674128,0.0286823946315209
456,0.0458775185081748,0.0291516128461342,0.029226948077836
457,0.0398174910409471,0.0250677408654712,0.0250260882609795
458,0.0391281699494382,0.0245147264298462,0.0244568555982738
459,0.0384954169588558,0.0232105441862509,0.0230898188133602
460,0.039007851288871,0.0244052352796634,0.0243285517517936
461,0.0416415854261065,0.0263110134378445,0.0262353211396205
462,0.0411910207441031,0.0263307828372909,0.0262860825781627
463,0.0404387635974082,0.0258384739102977,0.0257582781648796
464,0.0376990741937574,0.0237083201223376,0.0237519119711951
465,0.037015315879134,0.023136569804838,0.0231586769705045
466,0.0340137804620479,0.0216021704496858,0.0216215687666359
467,0.0360659813902466,0.0239117627326342,0.0239098845098605
468,0.0368344432929332,0.025567250827048,0.0255534639067333
469,0.0374154963296068,0.0263094205413022,0.0262744179339788
470,0.0360298933680764,0.0258578632251836,0.0257194117926835
471,0.0336791839143827,0.0242773701323057,0.024148223640958
472,0.0324945436498082,0.0233242070754992,0.0231268266253572
473,0.0308682874719979,0.0222400801528491,0.0220121767111726
474,0.0341966845963889,0.0241555061782218,0.0241432842231521
475,0.0363511754228742,0.02633570537171,0.0263428608691777
476,0.0365351802553883,0.0275264377233926,0.0274059005308924
477,0.0359057981833112,0.0260457123459108,0.0259507331314125
478,0.0352995802080373,0.0247311801008737,0.0246297802802003
479,0.034480193504784,0.02336535447302,0.0232720717083478
480,0.0353720917037834,0.0229811787895392,0.0229023403201023
481,0.0366521196792533,0.0233104314462916,0.0231515749188042
482,0.0406390489144595,0.02539078429234,0.0253956720278128
483,0.0419728863868267,0.0261227688002543,0.0262431469590345
484,0.0402836948384021,0.0256649020389704,0.0257556259525149
485,0.0409548076369569,0.0255610470689483,0.0256901610572591
486,0.0413406713393981,0.0247013099695901,0.0247476640465491
487,0.0443390557785293,0.026700272412383,0.0268438289979345
488,0.0382220646406005,0.0235030501014565,0.0235100893196402
489,0.0402548086950387,0.0262682362211389,0.0264362132185178
490,0.0396352457361881,0.0269179453879211,0.0270158557517983
491,0.0395063325973764,0.0268758417215885,0.0268665941755875
492,0.0386366391488483,0.0264728611238391,0.0264353837318177
493,0.0365768820520458,0.0247177878968611,0.0246468879121868
494,0.0361093176155342,0.0241827181530637,0.0240913491767506
495,0.0381856299904221,0.0264005693155486,0.0264108256571135
496,0.0397197458865375,0.027350314045925,0.0273955882284865
497,0.0403669094467488,0.0276813146038128,0.0276251708558666
498,0.0403738668204011,0.0268244157809901,0.0267688544238032
499,0.0393049736260934,0.0263944010242469,0.026387348735898
500,0.0393731846367792,0.025909332784336,0.0258740637193567
501,0.0388086285171181,0.0261082526821801,0.025926069655675
502,0.043261471440591,0.028609252167082,0.0288260705486123
503,0.0532159906704338,0.0323737960567461,0.0324277072030717
504,0.0543264874604414,0.0344133201883325,0.0345493865413973
505,0.0572391158996337,0.0354262321206386,0.0354177508444195
506,0.0582536317470983,0.0339089522109752,0.0338999645453558
507,0.0539600693623073,0.0298163145123518,0.029620136382842
508,0.0530731359913159,0.0301153072716157,0.029962980738921
509,0.0559992995786967,0.0316840987030668,0.0313727946762128
510,0.0568512476641778,0.0341515433197316,0.034096616511283
511,0.0626097921420122,0.0365297842965129,0.0365449458598334
512,0.066119093384303,0.0381842548914123,0.038027195420285
513,0.0647481733149076,0.0389026853752826,0.0390406959196866
514,0.0572685857992803,0.0323511109400935,0.032104745502155
515,0.0555410424602293,0.0308988004880724,0.0305379147366591
516,0.056652552466714,0.0345734565153433,0.0345927063905836
517,0.0626545392081713,0.03702074879065,0.037063009692667
518,0.0665414060982812,0.0392927946000897,0.0393138745033282
519,0.0693517181478995,0.0401976906683547,0.0400866097509504
520,0.0708263063141036,0.0382511044540813,0.0380707718296225
521,0.0640853467491366,0.0307250334428131,0.0306034561278796
522,0.0650591933936666,0.0314977325167698,0.0313914465686782
523,0.0714792332807101,0.0357502220452508,0.03579385729725
524,0.075815368358833,0.0409495594862304,0.0411037102866823
525,0.0686215916235886,0.0410583132560316,0.0411918796163432
526,0.0693981564333893,0.0411360296620041,0.04107576659201
527,0.0603027316523242,0.036953120277635,0.036774126849146
528,0.0551140769885915,0.0360948600549326,0.0357815538456136
529,0.0530943529163238,0.0328457472056008,0.0325423868409121
530,0.0547294046716688,0.0358200713665306,0.035537678281908
531,0.0661138229017312,0.0425264759587914,0.0425870104039179
532,0.0730056655195939,0.0445186801990652,0.0449031335560861
533,0.0756767423491102,0.0458883140801492,0.0461656780769862
534,0.0755383978105651,0.0455632393970718,0.0456860362044426
535,0.0824415096463948,0.0491041281984872,0.0490914392382911
536,0.0595645566094294,0.0375065909636841,0.0372263146194423
537,0.0654117888882006,0.0420934555962904,0.0420632313868635
538,0.0816162229718855,0.0553360161799114,0.0554617589143825
539,0.0731311481254141,0.052050904511057,0.0521952935160341
540,0.0691839544530288,0.0509975457647576,0.0509756521724823
541,0.0797663622940791,0.0532004715073958,0.0531638579921946
542,0.0669559893097371,0.0432103250756316,0.0432233553200157
