"fips","county","state","r.lm","predicted.lm","r.slm","predicted.slm","date.y","days_from_start.y","log_rolled_cases.y","tau.hat","predicted.grf.future.0","predicted.grf.future.last","D.r.lm","D.r.slm","D.tau.hat","B.D.r.lm","B.D.r.slm","B.D.tau.hat"
36077,"Otsego","New York",0.106684142588335,3.92484282846629,0.106684142588333,3.92484282846628,"2020-04-13",83,3.69244452027843,0.117660832315443,4.01265634628315,4.00167965655605,NA,NA,NA,NA,NA,NA
36077,"Otsego","New York",0.0909717782057291,3.90582805599378,0.0909717782057271,3.90582805599376,"2020-04-14",84,3.72397077392521,0.0993999532954893,3.97325345671186,3.9648252816221,-0.0157123643826059,-0.0157123643826059,-0.0182608790199537,-1,-1,-1
36077,"Otsego","New York",0.098270221432803,4.0551873800161,0.0982702214328013,4.05518738001608,"2020-04-15",85,3.74106520728451,0.101816029091515,4.08355384128579,4.08000803362707,0.0072984432270739,0.00729844322707419,0.00241607579602571,1,1,1
36077,"Otsego","New York",0.0849567224759654,4.0469496097942,0.0849567224759662,4.0469496097942,"2020-04-16",86,3.75118333745009,0.0849369566899462,4.04679148350604,4.04681124929206,-0.0133134989568376,-0.0133134989568351,-0.0168790724015688,-1,-1,-1
36077,"Otsego","New York",0.0866342319729005,4.14532640824564,0.0866342319729005,4.14532640824564,"2020-04-17",87,3.75118333745009,0.0841915422414751,4.12578489039424,4.12822758012567,0.0016775094969351,0.00167750949693431,-0.000745414448471107,1,1,-1
36077,"Otsego","New York",0.0681626514309654,4.08418799588306,0.0681626514309643,4.08418799588306,"2020-04-18",88,3.74782198974739,0.0682302991700314,4.08472917779559,4.08466153005653,-0.0184715805419351,-0.0184715805419362,-0.0159612430714437,-1,-1,-1
36077,"Otsego","New York",0.0528424813743804,4.02978928686135,0.05284248137438,4.02978928686134,"2020-04-19",89,3.74106520728451,0.0551146563800459,4.04796668690668,4.04569451190101,-0.015320170056585,-0.0153201700565843,-0.0131156427899855,-1,-1,-1
36077,"Otsego","New York",0.0325526030377464,3.92031274154266,0.0325526030377463,3.92031274154266,"2020-04-20",90,3.72741311811618,0.0383833689661612,3.96695886896998,3.96112810304156,-0.020289878336634,-0.0202898783366337,-0.0167312874138847,-1,-1,-1
36077,"Otsego","New York",0.0315262536467754,3.94465454945263,0.0315262536467742,3.94465454945263,"2020-04-21",91,3.68887945411394,0.0343376558611954,3.96714576716799,3.96433436495358,-0.001026349390971,-0.0010263493909721,-0.0040457131049658,-1,-1,-1
36077,"Otsego","New York",0.0170944333593008,3.86072624079961,0.0170944333592997,3.8607262407996,"2020-04-22",92,3.64507683145554,0.026522185490672,3.93614825785059,3.92672050571921,-0.0144318202874746,-0.0144318202874745,-0.0078154703705234,-1,-1,-1
36077,"Otsego","New York",0.010118130165585,3.82201024860919,0.0101181301655862,3.82201024860919,"2020-04-23",93,3.60316593583991,0.0212865114349025,3.91135729876373,3.90018891749441,-0.0069763031937158,-0.0069763031937135,-0.0052356740557695,-1,-1,-1
36077,"Otsego","New York",0,3.75118333745009,0,3.75118333745009,"2020-04-24",94,3.55534806148941,0.017874417845472,3.89417868021387,3.87630426236839,-0.010118130165585,-0.0101181301655862,-0.0034120935894305,-1,-1,-1
36077,"Otsego","New York",-0.00336134770270669,3.72429255582844,0,3.74782198974739,"2020-04-25",95,3.54302757710137,0.0052667562650579,3.79331738757055,3.7846892836028,-0.00336134770270669,0,-0.0126076615804141,-1,0,-1
36077,"Otsego","New York",-0.00675678246288155,3.69376773004433,0,3.74106520728451,"2020-04-26",96,3.51367536508885,0.000313858531860018,3.75033285800227,3.74326221700753,-0.00339543476017486,0,-0.00495289773319788,-1,0,-1
36077,"Otsego","New York",-0.013652089168325,3.6318484939379,0,3.72741311811618,"2020-04-27",97,3.48781185449893,-0.00628699521568917,3.690769245559,3.68340415160636,-0.00689530670544345,0,-0.00660085374754919,-1,0,-1
36077,"Otsego","New York",-0.0385336640022447,3.41914380609822,0,3.68887945411394,"2020-04-28",98,3.48343547989913,-0.019882507305941,3.56835305966865,3.54970190297235,-0.0248815748339197,0,-0.0135955120902518,-1,0,-1
