"fips","county","state","r.lm","predicted.lm","r.slm","predicted.slm","date.y","days_from_start.y","log_rolled_cases.y","tau.hat","predicted.grf.future.0","predicted.grf.future.last","D.r.lm","D.r.slm","D.tau.hat","B.D.r.lm","B.D.r.slm","B.D.tau.hat"
33017,"Strafford","New Hampshire",0.14953173397097,4.29376883963168,0.149531733970965,4.29376883963165,"2020-04-10",80,3.85014760171006,0.157002549017764,4.35353536000605,4.34606454495925,NA,NA,NA,NA,NA,NA
33017,"Strafford","New Hampshire",0.158901282585855,4.51825696252173,0.158901282585855,4.51825696252174,"2020-04-11",81,3.89473150831808,0.157458629605485,4.50671573867878,4.50815839165915,0.00936954861488501,0.00936954861489001,0.000456080587721008,1,1,1
33017,"Strafford","New Hampshire",0.120412540195409,4.36924830598402,0.12041254019541,4.36924830598403,"2020-04-12",82,3.93462283734539,0.128024554475362,4.43014442022364,4.42253240594369,-0.038488742390446,-0.038488742390445,-0.029434075130123,-1,-1,-1
33017,"Strafford","New Hampshire",0.0960738300896219,4.29495116533314,0.0960738300896211,4.29495116533313,"2020-04-13",83,3.96759285658296,0.101764962580435,4.34048022525964,4.33478909276883,-0.0243387101057871,-0.0243387101057889,-0.026259591894927,-1,-1,-1
33017,"Strafford","New Hampshire",0.0664450994081554,4.15399514997102,0.0664450994081536,4.15399514997101,"2020-04-14",84,4.01766919456313,0.0854073322458032,4.30569301267221,4.28673077983456,-0.0296287306814665,-0.0296287306814675,-0.0163576303346318,-1,-1,-1
33017,"Strafford","New Hampshire",0.0623038833361563,4.18731052080319,0.0623038833361553,4.18731052080318,"2020-04-15",85,4.05797691805123,0.0785467601447822,4.3172535352722,4.30101065846357,-0.0041412160719991,-0.0041412160719983,-0.00686057210102101,-1,-1,-1
33017,"Strafford","New Hampshire",0.0459097013040788,4.11846094788272,0.0459097013040779,4.11846094788272,"2020-04-16",86,4.1061790198691,0.064985285082202,4.27106561810771,4.25199003432958,-0.0163941820320775,-0.0163941820320774,-0.0135614750625802,-1,-1,-1
33017,"Strafford","New Hampshire",0.0530545629558895,4.22152954240129,0.053054562955889,4.22152954240128,"2020-04-17",87,4.16111273868694,0.0703045996507323,4.35952983596003,4.34227979926519,0.0071448616518107,0.0071448616518111,0.0053193145685303,1,1,1
33017,"Strafford","New Hampshire",0.0445839066080264,4.20681885457427,0.0445839066080258,4.20681885457426,"2020-04-18",88,4.21106883653024,0.0566297218299858,4.30318537634995,4.29113956112798,-0.0084706563478631,-0.0084706563478632,-0.0136748778207465,-1,-1,-1
33017,"Strafford","New Hampshire",0.039891329027302,4.2138621405365,0.0398913290273022,4.2138621405365,"2020-04-19",89,4.26066577766961,0.0512467248809007,4.30470530736529,4.29334991151169,-0.0046925775807244,-0.0046925775807236,-0.0053829969490851,-1,-1,-1
33017,"Strafford","New Hampshire",0.032970019237571,4.19838299124595,0.0329700192375713,4.19838299124596,"2020-04-20",90,4.33073334028633,0.0434423948819033,4.28216199640062,4.27168962075628,-0.006921309789731,-0.0069213097897309,-0.0078043299989974,-1,-1,-1
33017,"Strafford","New Hampshire",0.0500763379801751,4.36820356042436,0.0500763379801756,4.36820356042436,"2020-04-21",91,4.37485814519527,0.052993552260712,4.39154127466866,4.38862406038811,0.0171063187426041,0.0171063187426043,0.0095511573788087,1,1,1
33017,"Strafford","New Hampshire",0.0403077234880938,4.34013098246788,0.0403077234880929,4.34013098246788,"2020-04-22",92,4.42056029867612,0.0420027042879282,4.35369082886656,4.35199584806673,-0.0097686144920813,-0.0097686144920827,-0.0109908479727838,-1,-1,-1
