Vnames,Importance,Importance (%)
r.lm,0.09311585365853657,9.311585365853658
t0.lm,0.08317682926829267,8.317682926829267
Variant...AY.2,0.05346036585365855,5.346036585365855
Variant...Other,0.05271646341463416,5.271646341463416
Variant...B.1.351,0.05013109756097562,5.013109756097562
Variant...AY.3,0.04540853658536585,4.5408536585365855
Variant...B.1.1.7,0.0446890243902439,4.46890243902439
Variant...B.1.1.194,0.04383841463414634,4.383841463414634
Stopped_personal_visitation_in_state_prisons,0.03752134146341463,3.7521341463414632
Variant...B.1.526,0.03180182926829268,3.1801829268292683
Variant...B.1.525,0.028374999999999997,2.8375
metrics.testPositivityRatio,0.02800304878048781,2.800304878048781
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.024625000000000005,2.4625000000000004
Variant...B.1.626,0.024396341463414635,2.4396341463414637
Date_adults_ages_45._became_eligible_for_COVID.19_vaccination,0.0236890243902439,2.36890243902439
State_of_emergency_issued,0.023399390243902436,2.3399390243902434
Date_general_public_became_eligible_for_COVID.19_vaccination,0.021185975609756096,2.1185975609756094
Variant...B.1.617.2,0.019963414634146342,1.9963414634146341
Date_adults_ages_80._became_eligible_for_COVID.19_vaccination,0.01883841463414634,1.883841463414634
cutoff,0.017987804878048783,1.7987804878048783
Reopen_restaurants,0.016012195121951216,1.6012195121951216
Date_closed_K.12_public_schools,0.015469512195121951,1.546951219512195
Date_adults_ages_75._became_eligible_for_COVID.19_vaccination,0.014914634146341463,1.4914634146341463
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.0146890243902439,1.4689024390243899
Closed_Bars,0.009128048780487804,0.9128048780487804
Closed_other_non.essential_businesses,0.008661585365853658,0.8661585365853658
Variant...B.1.621,0.0071189024390243905,0.711890243902439
Began_to_reopen_businesses,0.007,0.7000000000000001
Allow.expand_Medicaid_telehealth_coverage,0.006987804878048781,0.6987804878048781
Closed_movie_theaters,0.0069176829268292675,0.6917682926829267
Closed_gyms,0.006807926829268292,0.6807926829268292
Reopened_other_non.essential_retail,0.006698170731707317,0.6698170731707317
Date_adults_ages_30._became_eligible_for_COVID.19_vaccination,0.006503048780487804,0.6503048780487803
Allowed_restaurants_to_sell_takeout_alcohol,0.006378048780487805,0.6378048780487805
First_overall_eviction_moratorium_start,0.0063506097560975605,0.635060975609756
Closed_restaurants_except_take_out,0.006082317073170732,0.6082317073170732
Variant...P.1,0.005115853658536586,0.5115853658536585
Variant...B.1.637,0.005036585365853659,0.5036585365853659
Date_adults_ages_60._became_eligible_for_COVID.19_vaccination,0.004597560975609757,0.4597560975609757
Date_adults_ages_55._became_eligible_for_COVID.19_vaccination,0.004487804878048781,0.4487804878048781
Variant...B.1.621.1,0.004487804878048781,0.4487804878048781
Reopened_religious_gatherings,0.0040670731707317075,0.40670731707317076
Variant...B.1.526.2,0.0035121951219512196,0.351219512195122
Variant...B.1.628,0.0024176829268292683,0.24176829268292682
Extended_Benefits_program_activated,0.0020853658536585367,0.20853658536585368
Date_adults_ages_40._became_eligible_for_COVID.19_vaccination,0.0019115853658536585,0.19115853658536586
Variant...B.1.429,0.001875,0.1875
log_rolled_cases.y,0.0014634146341463415,0.14634146341463414
SNAP_Waiver_._Pandemic_EBT_during_school_year_2019.2020,0.0014603658536585364,0.14603658536585365
Waived_one_week_waiting_period_for_unemployment_insurance,0.0013871951219512194,0.13871951219512194
Date_adults_ages_70._became_eligible_for_COVID.19_vaccination,0.0013506097560975609,0.13506097560975608
Variant...B.1.617.1,0.0013445121951219511,0.1344512195121951
Variant...B.1,0.0012591463414634147,0.12591463414634146
Reopened_gyms,0.0012286585365853659,0.12286585365853658
Reopened_hair_salons.barber_shops,0.0012164634146341461,0.12164634146341462
Variant...A.2.5,0.001128048780487805,0.1128048780487805
Reopen_bars,0.0010914634146341462,0.10914634146341462
Date_adults_ages_50._became_eligible_for_COVID.19_vaccination,9.939024390243903e-4,0.09939024390243903
Stay_at_home._shelter_in_place,9.115853658536585e-4,0.09115853658536585
hhs_region,8.658536585365854e-4,0.08658536585365854
Resumed_visitation_in_state_prisons,8.384146341463414e-4,0.08384146341463415
Variant...B.1.243,8.384146341463414e-4,0.08384146341463415
Reopened_movie_theaters,8.262195121951219e-4,0.0826219512195122
LAT,7.865853658536584e-4,0.07865853658536584
Extended_Benefits_program_deactivated,7.621951219512195e-4,0.07621951219512195
Percent_living_under_the_federal_poverty_line_.2018.,7.499999999999999e-4,0.075
totalTestResults,6.737804878048781e-4,0.06737804878048781
totalTestEncountersViralIncrease,6.615853658536585e-4,0.06615853658536584
