Vnames,Importance,Importance (%)
r.lm,0.09603353658536586,9.603353658536586
Variant...Other,0.08306402439024389,8.306402439024389
Variant...B.1.1.194,0.061524390243902445,6.152439024390245
t0.lm,0.06058231707317074,6.0582317073170735
Variant...AY.3,0.05167378048780488,5.167378048780488
Variant...B.1.1.7,0.046353658536585365,4.635365853658537
Variant...AY.2,0.03825914634146342,3.825914634146342
cutoff,0.03516768292682927,3.516768292682927
metrics.testPositivityRatio,0.03428963414634146,3.428963414634146
Variant...B.1.526,0.03390853658536585,3.3908536585365847
Stopped_personal_visitation_in_state_prisons,0.03291463414634146,3.291463414634146
Variant...B.1.617.2,0.03054268292682927,3.054268292682927
Date_closed_K.12_public_schools,0.029984756097560974,2.9984756097560976
State_of_emergency_issued,0.028125000000000004,2.8125000000000004
Variant...B.1.351,0.02514939024390244,2.514939024390244
Closed_Bars,0.02484756097560976,2.484756097560976
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.020695121951219513,2.0695121951219515
Date_adults_ages_80._became_eligible_for_COVID.19_vaccination,0.01814329268292683,1.814329268292683
Date_general_public_became_eligible_for_COVID.19_vaccination,0.017152439024390242,1.7152439024390242
Date_adults_ages_50._became_eligible_for_COVID.19_vaccination,0.01553658536585366,1.5536585365853661
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.014850609756097559,1.485060975609756
Closed_other_non.essential_businesses,0.013731707317073173,1.3731707317073172
Allowed_restaurants_to_sell_takeout_alcohol,0.01370731707317073,1.370731707317073
Date_adults_ages_30._became_eligible_for_COVID.19_vaccination,0.012240853658536586,1.2240853658536586
Variant...B.1.525,0.011003048780487804,1.1003048780487805
Closed_movie_theaters,0.010310975609756098,1.03109756097561
Allow.expand_Medicaid_telehealth_coverage,0.006182926829268293,0.6182926829268293
Reopened_hair_salons.barber_shops,0.0059390243902439025,0.5939024390243902
Date_adults_ages_75._became_eligible_for_COVID.19_vaccination,0.00538109756097561,0.5381097560975611
Date_adults_ages_45._became_eligible_for_COVID.19_vaccination,0.005286585365853659,0.5286585365853659
Variant...P.1,0.005280487804878048,0.5280487804878048
Date_adults_ages_40._became_eligible_for_COVID.19_vaccination,0.0052439024390243906,0.524390243902439
Closed_gyms,0.005179878048780488,0.5179878048780489
Variant...B.1.621.1,0.004972560975609756,0.4972560975609756
Reopen_restaurants,0.004890243902439024,0.48902439024390243
First_overall_eviction_moratorium_start,0.004783536585365854,0.47835365853658535
Reopened_other_non.essential_retail,0.004539634146341464,0.4539634146341464
Closed_restaurants_except_take_out,0.00449390243902439,0.449390243902439
Face_mask_mandate_for_employees_of_public.facing_businesses,0.004353658536585365,0.43536585365853653
Date_adults_ages_60._became_eligible_for_COVID.19_vaccination,0.0037896341463414633,0.37896341463414634
Stay_at_home._shelter_in_place,0.0037469512195121954,0.37469512195121957
Date_grocery_store_workers_became_eligible_for_COVID.19_vaccination,0.0037195121951219515,0.3719512195121952
Variant...B.1.637,0.0035701219512195128,0.35701219512195126
Began_to_reopen_businesses,0.003179878048780488,0.3179878048780488
Variant...B.1.621,0.0023567073170731707,0.23567073170731706
