Vnames,Importance,Importance (%)
t0.lm,0.08716158536585367,8.716158536585366
r.lm,0.0785609756097561,7.85609756097561
Stopped_personal_visitation_in_state_prisons,0.07521341463414635,7.521341463414635
State_of_emergency_issued,0.06188109756097561,6.188109756097561
cutoff,0.04997865853658536,4.997865853658536
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.04656402439024391,4.656402439024391
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.043506097560975614,4.350609756097561
metrics.testPositivityRatio,0.0431890243902439,4.31890243902439
Closed_other_non.essential_businesses,0.03714939024390244,3.714939024390244
Date_closed_K.12_public_schools,0.036841463414634144,3.6841463414634146
Allow.expand_Medicaid_telehealth_coverage,0.03639024390243902,3.639024390243902
Closed_gyms,0.03445426829268292,3.445426829268292
Closed_movie_theaters,0.028771341463414635,2.8771341463414637
Closed_restaurants_except_take_out,0.027384146341463415,2.7384146341463413
Began_to_reopen_businesses,0.023490853658536585,2.3490853658536586
Closed_Bars,0.02326829268292683,2.3268292682926828
Allowed_restaurants_to_sell_takeout_alcohol,0.021134146341463413,2.1134146341463413
Reopened_other_non.essential_retail,0.020064024390243903,2.00640243902439
hospitalizedCurrently,0.01814329268292683,1.814329268292683
Extended_Benefits_program_activated,0.015551829268292683,1.5551829268292683
death,0.01176829268292683,1.1768292682926829
totalTestResults,0.011649390243902437,1.1649390243902438
negative,0.011198170731707317,1.1198170731707318
Date_banned_visitors_to_nursing_homes,0.011003048780487804,1.1003048780487805
Reopen_restaurants,0.008149390243902438,0.8149390243902438
Allow_audio.only_telehealth,0.008015243902439025,0.8015243902439024
Mandate_quarantine_for_those_entering_the_state_from_specific_settings,0.007698170731707316,0.7698170731707316
Suspended_elective_medical_procedures,0.007487804878048781,0.7487804878048782
SNAP_Waiver_._Pandemic_EBT_during_school_year_2019.2020,0.007176829268292682,0.7176829268292683
Stopped_legal_visitation_in_state_prisons,0.006689024390243902,0.6689024390243903
Stay_at_home._shelter_in_place,0.005859756097560975,0.5859756097560975
Reopened_gyms,0.005185975609756098,0.5185975609756098
First_overall_eviction_moratorium_start,0.004972560975609756,0.4972560975609756
positiveTestsAntibody,0.004917682926829268,0.4917682926829268
End.relax_stay_at_home.shelter_in_place,0.004792682926829268,0.4792682926829268
Face_mask_mandate_in_public_spaces,0.004746951219512195,0.4746951219512195
Resumed_elective_medical_procedures,0.0045823170731707314,0.45823170731707313
positiveTestsViral,0.004548780487804878,0.45487804878048776
Reopened_hair_salons.barber_shops,0.004246951219512195,0.42469512195121956
Reopened_ACA_enrollment_using_a_special_enrollment_period,0.0036646341463414636,0.3664634146341464
positiveCasesViral,0.0024085365853658536,0.24085365853658536
positive,0.0023658536585365853,0.23658536585365852
Allowed_restaurants_to_deliver_alcohol,0.0022804878048780486,0.22804878048780486
Waived_one_week_waiting_period_for_unemployment_insurance,0.002274390243902439,0.22743902439024388
LAT,0.0017743902439024389,0.1774390243902439
totalTestsAntigen,0.001448170731707317,0.1448170731707317
E_TOTPOP,0.0014451219512195124,0.14451219512195124
totalTestsViral,0.0014024390243902438,0.14024390243902438
First_eviction_enforcement_ban_start,0.001371951219512195,0.1371951219512195
E_AGE17,0.001277439024390244,0.1277439024390244
totalTestsAntibody,0.001277439024390244,0.1277439024390244
Reopen_bars,0.00125,0.125
E_DAYPOP,0.0011951219512195122,0.11951219512195121
positiveIncrease,0.0011859756097560977,0.11859756097560978
Face_mask_mandate_for_employees_of_public.facing_businesses,0.001146341463414634,0.1146341463414634
recovered,0.0010914634146341462,0.10914634146341462
Closed_casinos,0.0010853658536585365,0.10853658536585364
E_NOHSDP,9.603658536585365e-4,0.09603658536585365
MP_UNINSUR,9.512195121951219e-4,0.0951219512195122
E_AGE65,8.262195121951219e-4,0.0826219512195122
E_MINRTY,7.286585365853659e-4,0.07286585365853658
inIcuCurrently,7.286585365853659e-4,0.07286585365853658
Closed_bars_.x2.,6.890243902439024e-4,0.06890243902439024
Reopened_movie_theaters,6.524390243902439e-4,0.06524390243902439
log_rolled_cases.y,6.371951219512194e-4,0.06371951219512194
E_UNEMP,6.371951219512194e-4,0.06371951219512194
E_HU,6.189024390243903e-4,0.061890243902439024
Medicaid_Expansion,6.189024390243903e-4,0.061890243902439024
Mental_health_professionals_per_100.000_population_in_2019,5.914634146341463e-4,0.05914634146341463
positiveTestsAntigen,5.914634146341463e-4,0.05914634146341463
SNAP_Waiver_._Temporary_Suspension_of_Claims_Collection,5.701219512195122e-4,0.057012195121951215
MP_UNEMP,4.664634146341464e-4,0.04664634146341464
No_order_to_suspend_elective_medical_procedures_but_did_release_guidance_or_orders_to_resume,4.664634146341464e-4,0.04664634146341464
LON,4.5426829268292685e-4,0.04542682926829269
E_NOVEH,4.4512195121951216e-4,0.04451219512195122
Total_Unemployment_Rate_at_Extended_Benefits_program_shutoff,4.420731707317073e-4,0.04420731707317073
E_HH,4.146341463414634e-4,0.041463414634146344
Taxable_Wage_Amount,4.146341463414634e-4,0.041463414634146344
Square_Miles,4.146341463414634e-4,0.041463414634146344
Population_density_per_square_miles,3.8719512195121953e-4,0.03871951219512195
EPL_MINRTY,3.7499999999999995e-4,0.0375
First_eviction_hearing_ban_start,3.7499999999999995e-4,0.0375
E_SNGPNT,0.00037195121951219513,0.03719512195121951
deathIncrease,3.47560975609756e-4,0.034756097560975606
All.cause_deaths_2018,3.445121951219512e-4,0.03445121951219512
Total_Unemployment_Rate_relative_to_second_prior_year_...,3.323170731707317e-4,0.033231707317073166
Population_2018,3.170731707317073e-4,0.031707317073170725
E_LIMENG,3.0487804878048775e-4,0.030487804878048776
hospitalizedCumulative,3.018292682926829e-4,0.030182926829268292
Percent_Unemployed_.2018.,0.00028963414634146346,0.028963414634146346
hospitalized,0.00028963414634146346,0.028963414634146346
Reopened_religious_gatherings,2.774390243902439e-4,0.027743902439024387
deathConfirmed,2.774390243902439e-4,0.027743902439024387
SPL_THEME3,2.6219512195121953e-4,0.026219512195121954
E_POV,2.5e-4,0.025
E_CROWD,2.347560975609756e-4,0.02347560975609756
MP_GROUPQ,2.347560975609756e-4,0.02347560975609756
Vaccine_allocation_phase._Food_Supply_Workers,2.2256097560975608e-4,0.02225609756097561
Jul_1_2019_Minimum_Wage,2.2256097560975608e-4,0.02225609756097561
MP_POV,2.073170731707317e-4,0.020731707317073172
F_GROUPQ,2.073170731707317e-4,0.020731707317073172
Attempted_to_prevent_local_governments_from_implementing_face_mask_orders,2.073170731707317e-4,0.020731707317073172
totalTestsPeopleViral,2.073170731707317e-4,0.020731707317073172
RPL_THEME3,1.798780487804878e-4,0.01798780487804878
EPL_GROUPQ,1.798780487804878e-4,0.01798780487804878
Last_date_of_receipt_of_mail.in_ballot_request_for_the_general_election_.by_mail_or_online.,1.798780487804878e-4,0.01798780487804878
E_DISABL,1.646341463414634e-4,0.01646341463414634
EP_MINRTY,1.646341463414634e-4,0.01646341463414634
MP_CROWD,1.646341463414634e-4,0.01646341463414634
Initially_reopen_restaurants_for_outdoor_dining_only,1.646341463414634e-4,0.01646341463414634
MP_LIMENG,1.5243902439024388e-4,0.015243902439024388
X2020_Q1_SNAP_ABAWD_Time_Limit_Waiver,1.5243902439024388e-4,0.015243902439024388
Data_reporting_required_for_medical_treatment,1.5243902439024388e-4,0.015243902439024388
totalTestsViralIncrease,1.5243902439024388e-4,0.015243902439024388
Earnings_in_base_period_required_to_receive_a_.300_weekly_benefit_amount_for_UI,1.3719512195121953e-4,0.013719512195121953
Percent_living_under_the_federal_poverty_line_.2018.,1.3719512195121953e-4,0.013719512195121953
Vaccine_allocation_phase._Frontline_Essential_Workers,1.25e-4,0.0125
First_overall_eviction_moratorium_end,1.25e-4,0.0125
Utilities_shutoff_moratorium_start,1.25e-4,0.0125
Resumed_visitation_in_state_prisons,1.25e-4,0.0125
Oct_1_2020_Minimum_Wage,1.25e-4,0.0125
EP_NOHSDP,1.0975609756097561e-4,0.010975609756097562
MP_MOBILE,1.0975609756097561e-4,0.010975609756097562
E_UNINSUR,1.0975609756097561e-4,0.010975609756097562
