Vnames,Importance,Importance (%)
r.lm,0.09661890243902437,9.661890243902436
t0.lm,0.08280792682926828,8.280792682926828
Date_closed_K.12_public_schools,0.07789024390243902,7.7890243902439025
Stopped_personal_visitation_in_state_prisons,0.07156402439024391,7.156402439024391
State_of_emergency_issued,0.06852743902439024,6.852743902439023
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.05250914634146341,5.2509146341463415
cutoff,0.047237804878048774,4.723780487804877
Closed_Bars,0.04628963414634146,4.628963414634146
Allow.expand_Medicaid_telehealth_coverage,0.042182926829268295,4.21829268292683
Closed_gyms,0.04153658536585366,4.153658536585366
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.0315030487804878,3.1503048780487797
Closed_other_non.essential_businesses,0.03126219512195122,3.1262195121951217
metrics.testPositivityRatio,0.026814024390243902,2.68140243902439
Closed_restaurants_except_take_out,0.022990853658536585,2.2990853658536583
Closed_movie_theaters,0.022015243902439023,2.201524390243902
Allowed_restaurants_to_sell_takeout_alcohol,0.01958841463414634,1.958841463414634
Date_banned_visitors_to_nursing_homes,0.01920731707317073,1.920731707317073
Began_to_reopen_businesses,0.01819207317073171,1.8192073170731708
negative,0.014624999999999999,1.4625
Allow_audio.only_telehealth,0.013588414634146343,1.3588414634146344
hospitalizedCurrently,0.010951219512195121,1.095121951219512
death,0.008795731707317072,0.8795731707317073
totalTestResults,0.00776829268292683,0.7768292682926831
Reopened_other_non.essential_retail,0.007676829268292683,0.7676829268292683
SNAP_Waiver_._Pandemic_EBT_during_school_year_2019.2020,0.0072195121951219516,0.7219512195121952
SNAP_Waiver_._Temporary_Suspension_of_Claims_Collection,0.005600609756097562,0.5600609756097562
Reopen_restaurants,0.0054024390243902435,0.5402439024390243
End.relax_stay_at_home.shelter_in_place,0.005128048780487805,0.5128048780487805
Suspended_elective_medical_procedures,0.00485060975609756,0.48506097560975603
Resumed_elective_medical_procedures,0.004777439024390244,0.47774390243902437
Extended_Benefits_program_activated,0.004591463414634146,0.4591463414634146
First_eviction_hearing_ban_start,0.004396341463414634,0.43963414634146336
First_eviction_enforcement_ban_end,0.00413109756097561,0.413109756097561
First_overall_eviction_moratorium_start,0.004094512195121951,0.40945121951219515
Waived_one_week_waiting_period_for_unemployment_insurance,0.0037164634146341466,0.3716463414634147
First_overall_eviction_moratorium_end,0.0035121951219512196,0.351219512195122
positiveTestsViral,0.0026097560975609753,0.2609756097560975
LAT,0.0023445121951219507,0.23445121951219508
positive,0.002051829268292683,0.2051829268292683
Stay_at_home._shelter_in_place,0.001954268292682927,0.1954268292682927
E_DISABL,0.0016615853658536583,0.16615853658536583
E_MINRTY,0.0015213414634146342,0.1521341463414634
Reopen_bars,0.0014603658536585366,0.14603658536585365
Reopened_gyms,0.0014603658536585364,0.14603658536585365
E_NOHSDP,0.0014329268292682927,0.14329268292682926
E_AGE65,0.0014176829268292685,0.14176829268292684
EP_MINRTY,0.0011128048780487804,0.11128048780487804
Stopped_legal_visitation_in_state_prisons,0.0011128048780487804,0.11128048780487804
Began_to_reclose_bars,0.0010579268292682925,0.10579268292682925
Medicaid_Expansion,0.0010304878048780488,0.10304878048780489
E_HU,0.0010182926829268293,0.10182926829268293
E_AGE17,9.085365853658537e-4,0.09085365853658538
positiveTestsAntibody,8.841463414634146e-4,0.08841463414634146
positiveIncrease,8.597560975609756e-4,0.08597560975609757
Reopened_religious_gatherings,8.414634146341462e-4,0.08414634146341463
Reopened_movie_theaters,8.201219512195123e-4,0.08201219512195122
log_rolled_cases.y,8.048780487804878e-4,0.08048780487804878
totalTestsViral,7.835365853658537e-4,0.07835365853658537
LON,7.743902439024391e-4,0.0774390243902439
hospitalized,7.713414634146342e-4,0.07713414634146341
totalTestsAntibody,7.652439024390244e-4,0.07652439024390244
Closed_bars_.x2.,7.439024390243903e-4,0.07439024390243902
MP_UNINSUR,7.012195121951219e-4,0.07012195121951219
EPL_MINRTY,6.676829268292682e-4,0.06676829268292682
Cannabis_dispensaries_considered_essential_business,6.341463414634145e-4,0.06341463414634145
E_DAYPOP,6.310975609756098e-4,0.06310975609756098
Face_mask_mandate_for_employees_of_public.facing_businesses,6.189024390243903e-4,0.061890243902439024
recovered,6.097560975609755e-4,0.06097560975609755
positiveCasesViral,6.036585365853658e-4,0.060365853658536583
Face_mask_mandate_in_public_spaces,5.701219512195122e-4,0.057012195121951215
Total_Unemployment_Rate_at_Extended_Benefits_program_shutoff,5.548780487804878e-4,0.055487804878048774
RPL_THEME3,5.426829268292682e-4,0.05426829268292682
E_TOTPOP,5.396341463414634e-4,0.053963414634146334
E_LIMENG,5.213414634146342e-4,0.05213414634146342
SPL_THEME3,4.695121951219512e-4,0.04695121951219512
Population_density_per_square_miles,4.695121951219512e-4,0.04695121951219512
Percent_Unemployed_.2018.,4.695121951219512e-4,0.04695121951219512
Reopened_hair_salons.barber_shops,4.573170731707317e-4,0.04573170731707317
Mandate_quarantine_for_those_entering_the_state_from_specific_settings,4.573170731707317e-4,0.04573170731707317
Number_Homeless_.2019.,4.573170731707317e-4,0.04573170731707317
Percent_living_under_the_federal_poverty_line_.2018.,4.573170731707317e-4,0.04573170731707317
All.cause_deaths_2018,4.573170731707317e-4,0.04573170731707317
MP_MUNIT,4.3902439024390245e-4,0.04390243902439025
Types_of_workers_eligible_for_workers._compensation_expansion,4.3902439024390245e-4,0.04390243902439025
deathIncrease,4.3902439024390245e-4,0.04390243902439025
EP_UNINSUR,4.298780487804878e-4,0.042987804878048784
Allowed_restaurants_to_deliver_alcohol,4.298780487804878e-4,0.042987804878048784
Total_Unemployment_Rate_relative_to_second_prior_year_...,4.146341463414634e-4,0.041463414634146344
E_HH,3.597560975609756e-4,0.03597560975609756
Vaccine_allocation_phase._People_who_are_Incarcerated,3.47560975609756e-4,0.034756097560975606
E_POV,3.445121951219512e-4,0.03445121951219512
E_UNINSUR,3.445121951219512e-4,0.03445121951219512
hospitalizedCumulative,3.445121951219512e-4,0.03445121951219512
Earnings_in_base_period_required_to_receive_a_.300_weekly_benefit_amount_for_UI,3.170731707317073e-4,0.031707317073170725
deathProbable,3.170731707317073e-4,0.031707317073170725
E_UNEMP,0.00028963414634146346,0.028963414634146346
E_NOVEH,0.00028963414634146346,0.028963414634146346
Mental_health_professionals_per_100.000_population_in_2019,0.00028963414634146346,0.028963414634146346
E_MUNIT,2.774390243902439e-4,0.027743902439024387
Attempted_to_prevent_local_governments_from_implementing_face_mask_orders,2.774390243902439e-4,0.027743902439024387
deathConfirmed,2.7439024390243905e-4,0.027439024390243906
E_SNGPNT,2.6219512195121953e-4,0.026219512195121954
Weekly_unemployment_insurance_maximum_amount_.dollars.,2.6219512195121953e-4,0.026219512195121954
Utilities_shutoff_moratorium_start,2.5e-4,0.025
Population_2018,2.5e-4,0.025
E_MOBILE,2.347560975609756e-4,0.02347560975609756
MP_POV,2.347560975609756e-4,0.02347560975609756
Square_Miles,2.347560975609756e-4,0.02347560975609756
MP_MOBILE,2.1951219512195122e-4,0.021951219512195124
F_GROUPQ,2.073170731707317e-4,0.020731707317073172
Closed_casinos,2.073170731707317e-4,0.020731707317073172
totalTestsAntigen,2.073170731707317e-4,0.020731707317073172
Average_Benefit_Amount_.August.,1.9207317073170733e-4,0.01920731707317073
Vaccine_allocation_phase._Law_Enforcement_._Public_Safety_Personnel,1.798780487804878e-4,0.01798780487804878
Weekly_unemployment_insurance_maximum_amount_with_extra_stimulus_.through_July_31._2020._.dollars.,1.798780487804878e-4,0.01798780487804878
Percent_at_risk_for_serious_illness_due_to_COVID,1.798780487804878e-4,0.01798780487804878
State_has_at_least_one_Indian.Alaska_Native_reservation,1.798780487804878e-4,0.01798780487804878
negativeTestsViral,1.798780487804878e-4,0.01798780487804878
MP_DISABL,1.5243902439024388e-4,0.015243902439024388
Closed_day_cares,1.5243902439024388e-4,0.015243902439024388
Vaccine_allocation_phase._Additional_Essential_Workers,1.5243902439024388e-4,0.015243902439024388
Total_Unemployment_Rate_relative_to_prior_year_...,1.5243902439024388e-4,0.015243902439024388
fips,1.3719512195121953e-4,0.013719512195121953
EP_GROUPQ,1.3719512195121953e-4,0.013719512195121953
Initially_reopen_restaurants_for_outdoor_dining_only,1.3719512195121953e-4,0.013719512195121953
MP_NOHSDP,1.25e-4,0.0125
Reopen_day_cares,1.25e-4,0.0125
Vaccine_allocation_phase._Public_Transit_Workers,1.25e-4,0.0125
Utilities_reconnection_start,1.25e-4,0.0125
Report_Indigenous_COVID.19_testing,1.25e-4,0.0125
Minimum_total_earnings_required_in_the_base_period_to_qualify_for_UI,1.25e-4,0.0125
Sep_1_2020_Minimum_Wage,1.25e-4,0.0125
onVentilatorCurrently,1.25e-4,0.0125
totalTestsPeopleViral,1.25e-4,0.0125
totalTestsViralIncrease,1.25e-4,0.0125
EPL_NOVEH,1.0975609756097561e-4,0.010975609756097562
EPL_GROUPQ,1.0975609756097561e-4,0.010975609756097562
First_eviction_enforcement_ban_start,1.0975609756097561e-4,0.010975609756097562
Resumed_visitation_in_state_prisons,1.0975609756097561e-4,0.010975609756097562
EPL_SNGPNT,9.756097560975609e-5,0.00975609756097561
Face_mask_mandate_enforced_by_criminal_charge.citation,9.756097560975609e-5,0.00975609756097561
Vaccine_allocation_phase._General_Public,9.756097560975609e-5,0.00975609756097561
Proof_of_residency_requirement_for_vaccination,9.756097560975609e-5,0.00975609756097561
Non.payment_limitation_end,9.756097560975609e-5,0.00975609756097561
Home_delivery_of_take.home_medication_by_opioid_treatment_programs,9.756097560975609e-5,0.00975609756097561
Last_date_of_receipt_of_mail.in_ballot_request_for_the_general_election_.by_mail_or_online.,9.756097560975609e-5,0.00975609756097561
EP_NOHSDP,8.23170731707317e-5,0.00823170731707317
MP_LIMENG,8.23170731707317e-5,0.00823170731707317
EP_NOVEH,8.23170731707317e-5,0.00823170731707317
First_eviction_initiation_ban_start,8.23170731707317e-5,0.00823170731707317
Late_Fee_Ban_Start,8.23170731707317e-5,0.00823170731707317
State_had_CHIP_premium_non.payment_lock.out_period_as_of_January_2019,8.23170731707317e-5,0.00823170731707317
Exceptions_to_emergency_oral_prescriptions,8.23170731707317e-5,0.00823170731707317
Automatic_applications_sent_for_mail.in_ballots_in_response_to_COVID.19_.0.1.2_2_being_conditional._see_notes_for_details.,8.23170731707317e-5,0.00823170731707317
Jul_1_2020_Minimum_Wage,8.23170731707317e-5,0.00823170731707317
X2020_Minimum_Wage_for_Tipped_Workers,8.23170731707317e-5,0.00823170731707317
negativeIncrease,8.23170731707317e-5,0.00823170731707317
E_PCI,5.4878048780487806e-5,0.005487804878048781
EP_UNEMP,5.4878048780487806e-5,0.005487804878048781
MP_UNEMP,5.4878048780487806e-5,0.005487804878048781
EP_AGE17,5.4878048780487806e-5,0.005487804878048781
MP_SNGPNT,5.4878048780487806e-5,0.005487804878048781
EP_LIMENG,5.4878048780487806e-5,0.005487804878048781
MP_CROWD,5.4878048780487806e-5,0.005487804878048781
EPL_UNEMP,5.4878048780487806e-5,0.005487804878048781
RPL_THEME1,5.4878048780487806e-5,0.005487804878048781
EPL_AGE17,5.4878048780487806e-5,0.005487804878048781
EPL_CROWD,5.4878048780487806e-5,0.005487804878048781
SPL_THEMES,5.4878048780487806e-5,0.005487804878048781
Closed_businesses_overnight,5.4878048780487806e-5,0.005487804878048781
Vaccine_allocation_phase._Firefighters,5.4878048780487806e-5,0.005487804878048781
