Vnames,Importance,Importance (%)
r.lm,0.09640243902439023,9.640243902439023
State_of_emergency_issued,0.08362499999999999,8.362499999999999
t0.lm,0.06594207317073171,6.594207317073171
cutoff,0.06472865853658537,6.472865853658536
Closed_movie_theaters,0.051521341463414624,5.152134146341463
Closed_gyms,0.04998170731707317,4.998170731707317
Stopped_personal_visitation_in_state_prisons,0.04708231707317073,4.708231707317073
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.04413414634146342,4.413414634146342
Date_closed_K.12_public_schools,0.04352743902439024,4.352743902439024
Closed_restaurants_except_take_out,0.041551829268292685,4.155182926829268
Closed_other_non.essential_businesses,0.04044817073170731,4.044817073170731
Closed_Bars,0.03589024390243903,3.5890243902439027
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.034411585365853654,3.4411585365853656
Allow.expand_Medicaid_telehealth_coverage,0.033896341463414636,3.3896341463414634
Date_adults_ages_80._became_eligible_for_COVID.19_vaccination,0.028975609756097562,2.8975609756097565
Waived_one_week_waiting_period_for_unemployment_insurance,0.01614634146341463,1.614634146341463
Reopen_restaurants,0.01574390243902439,1.574390243902439
Began_to_reopen_businesses,0.014539634146341462,1.4539634146341462
SNAP_Waiver_._Pandemic_EBT_during_school_year_2019.2020,0.014164634146341464,1.4164634146341464
Reopened_other_non.essential_retail,0.011515243902439022,1.1515243902439023
Reopened_gyms,0.010935975609756095,1.0935975609756095
Allow_audio.only_telehealth,0.010121951219512194,1.0121951219512193
Extended_Benefits_program_activated,0.009634146341463415,0.9634146341463414
Date_adults_ages_75._became_eligible_for_COVID.19_vaccination,0.008932926829268292,0.8932926829268292
First_overall_eviction_moratorium_start,0.00875609756097561,0.8756097560975611
Allowed_restaurants_to_sell_takeout_alcohol,0.006926829268292683,0.6926829268292684
Stay_at_home._shelter_in_place,0.006432926829268292,0.6432926829268293
Reopen_bars,0.006371951219512196,0.6371951219512195
Reopened_hair_salons.barber_shops,0.0051432926829268295,0.514329268292683
positiveTestsViral,0.004585365853658536,0.4585365853658536
metrics.vaccinationsInitiatedRatio,0.004487804878048781,0.4487804878048781
Date_adults_ages_70._became_eligible_for_COVID.19_vaccination,0.004076219512195122,0.4076219512195122
End.relax_stay_at_home.shelter_in_place,0.003942073170731707,0.39420731707317075
Reopened_movie_theaters,0.003899390243902439,0.3899390243902439
