Vnames,Importance,Importance (%)
r.lm,0.0994969512195122,9.94969512195122
t0.lm,0.08577134146341464,8.577134146341464
Stopped_personal_visitation_in_state_prisons,0.06633536585365854,6.633536585365854
State_of_emergency_issued,0.05826829268292683,5.826829268292683
Closed_restaurants_except_take_out,0.05792073170731707,5.792073170731707
cutoff,0.05778658536585366,5.778658536585366
Closed_other_non.essential_businesses,0.04481097560975609,4.481097560975609
Date_closed_K.12_public_schools,0.03923170731707317,3.9231707317073172
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.038765243902439024,3.8765243902439024
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.03488414634146342,3.488414634146342
Closed_Bars,0.031064024390243902,3.1064024390243903
Began_to_reopen_businesses,0.031060975609756097,3.1060975609756096
Closed_movie_theaters,0.025923780487804873,2.5923780487804873
Allow.expand_Medicaid_telehealth_coverage,0.025451219512195124,2.5451219512195125
Reopened_other_non.essential_retail,0.02282621951219512,2.2826219512195123
Date_adults_ages_80._became_eligible_for_COVID.19_vaccination,0.017978658536585364,1.7978658536585364
Extended_Benefits_program_activated,0.017478658536585364,1.7478658536585363
Reopen_restaurants,0.01608231707317073,1.6082317073170729
Allowed_restaurants_to_sell_takeout_alcohol,0.014795731707317072,1.4795731707317072
Closed_gyms,0.014390243902439023,1.4390243902439024
End.relax_stay_at_home.shelter_in_place,0.01285670731707317,1.285670731707317
Reopened_hair_salons.barber_shops,0.012439024390243901,1.2439024390243902
Date_adults_ages_75._became_eligible_for_COVID.19_vaccination,0.010643292682926828,1.0643292682926828
metrics.testPositivityRatio,0.009655487804878049,0.9655487804878049
First_overall_eviction_moratorium_start,0.009570121951219512,0.9570121951219512
SNAP_Waiver_._Pandemic_EBT_during_school_year_2019.2020,0.00875609756097561,0.8756097560975611
Date_adults_ages_70._became_eligible_for_COVID.19_vaccination,0.008695121951219511,0.8695121951219511
Reopened_gyms,0.008509146341463414,0.8509146341463414
Reopen_bars,0.008375,0.8375
Allow_audio.only_telehealth,0.00797560975609756,0.7975609756097559
Waived_one_week_waiting_period_for_unemployment_insurance,0.006643292682926829,0.6643292682926829
Suspended_elective_medical_procedures,0.006179878048780489,0.6179878048780489
positiveIncrease,0.005615853658536584,0.5615853658536585
Allowed_restaurants_to_deliver_alcohol,0.004945121951219512,0.4945121951219512
Stay_at_home._shelter_in_place,0.004893292682926829,0.4893292682926829
positive,0.004670731707317073,0.4670731707317073
Reopened_movie_theaters,0.004064024390243903,0.40640243902439027
Face_mask_mandate_for_employees_of_public.facing_businesses,0.003987804878048781,0.3987804878048781
positiveCasesViral,0.003884146341463415,0.38841463414634153
deathConfirmed,0.0035670731707317074,0.35670731707317077
Date_adults_ages_40._became_eligible_for_COVID.19_vaccination,0.0035457317073170733,0.35457317073170735
Date_adults_ages_50._became_eligible_for_COVID.19_vaccination,0.0029329268292682927,0.29329268292682925
log_rolled_cases.y,0.0027591463414634145,0.27591463414634143
Date_adults_ages_45._became_eligible_for_COVID.19_vaccination,0.0026402439024390246,0.26402439024390245
Reopened_religious_gatherings,0.0022896341463414637,0.22896341463414638
Date_general_public_became_eligible_for_COVID.19_vaccination,0.002228658536585366,0.22286585365853662
Resumed_elective_medical_procedures,0.002018292682926829,0.20182926829268288
Date_banned_visitors_to_nursing_homes,0.0019268292682926827,0.19268292682926827
Date_adults_ages_30._became_eligible_for_COVID.19_vaccination,0.001621951219512195,0.16219512195121952
hospitalizedCurrently,0.0013079268292682928,0.13079268292682927
Face_mask_mandate_in_public_spaces,8.841463414634146e-4,0.08841463414634146
LAT,7.865853658536584e-4,0.07865853658536584
All.cause_deaths_2018,7.469512195121951e-4,0.07469512195121951
Taxable_Wage_Amount,6.920731707317073e-4,0.06920731707317072
First_eviction_enforcement_ban_start,6.890243902439024e-4,0.06890243902439024
SNAP_Waiver_._Temporary_Suspension_of_Claims_Collection,6.524390243902439e-4,0.06524390243902439
Date_adults_ages_65._became_eligible_for_COVID.19_vaccination,6.463414634146342e-4,0.06463414634146342
First_eviction_initiation_ban_start,6.402439024390243e-4,0.06402439024390243
Date_K.12_school_employees_became_eligible_for_COVID.19_vaccination,6.341463414634145e-4,0.06341463414634145
Date_adults_ages_55._became_eligible_for_COVID.19_vaccination,6.189024390243903e-4,0.061890243902439024
totalTestsViralIncrease,5.975609756097561e-4,0.05975609756097561
Date_adults_ages_60._became_eligible_for_COVID.19_vaccination,5.914634146341463e-4,0.05914634146341463
First_eviction_hearing_ban_start,5.76219512195122e-4,0.057621951219512205
totalTestResultsIncrease,5.76219512195122e-4,0.057621951219512205
hospitalizedIncrease,5.487804878048781e-4,0.05487804878048781
LON,5.213414634146342e-4,0.05213414634146342
E_HH,4.969512195121951e-4,0.049695121951219515
Population_density_per_square_miles,4.969512195121951e-4,0.049695121951219515
Date_incarcerated_people_became_eligible_for_COVID.19_vaccination,4.939024390243902e-4,0.04939024390243903
Total_Unemployment_Rate_relative_to_prior_year_...,4.695121951219512e-4,0.04695121951219512
Date_vaccine_allocation_plan_last_updated,4.024390243902439e-4,0.04024390243902439
Total_Unemployment_Rate_relative_to_second_prior_year_...,0.00037195121951219513,0.03719512195121951
Utilities_shutoff_moratorium_start,3.597560975609756e-4,0.03597560975609756
Resumed_visitation_in_state_prisons,3.597560975609756e-4,0.03597560975609756
metrics.vaccinationsCompletedRatio,3.47560975609756e-4,0.034756097560975606
death,3.445121951219512e-4,0.03445121951219512
recovered,3.445121951219512e-4,0.03445121951219512
inIcuCurrently,3.323170731707317e-4,0.033231707317073166
Total_Unemployment_Rate_at_Extended_Benefits_program_shutoff,3.170731707317073e-4,0.031707317073170725
E_AGE17,0.00028963414634146346,0.028963414634146346
Average_Benefit_Amount_.August.,0.00028963414634146346,0.028963414634146346
E_NOVEH,2.774390243902439e-4,0.027743902439024387
Stopped_legal_visitation_in_state_prisons,2.774390243902439e-4,0.027743902439024387
Minimum_total_earnings_required_outside_the_highest_earning_calendar_quarter_of_the_base_period_to_qualify_for_UI,2.6219512195121953e-4,0.026219512195121954
Number_Homeless_.2019.,2.6219512195121953e-4,0.026219512195121954
hospitalizedCumulative,2.6219512195121953e-4,0.026219512195121954
Stay_at_home_order._issued_but_did_not_specifically_restrict_movement_of_the_general_public,2.5e-4,0.025
Utilities_reconnection_start,2.469512195121951e-4,0.024695121951219513
E_NOHSDP,2.347560975609756e-4,0.02347560975609756
E_SNGPNT,2.347560975609756e-4,0.02347560975609756
Date_grocery_store_workers_became_eligible_for_COVID.19_vaccination,2.347560975609756e-4,0.02347560975609756
Population_2018,2.347560975609756e-4,0.02347560975609756
CARES_Act_pleading_end,2.2256097560975608e-4,0.02225609756097561
metrics.vaccinationsInitiatedRatio,2.2256097560975608e-4,0.02225609756097561
E_TOTPOP,2.1951219512195122e-4,0.021951219512195124
E_HU,2.1951219512195122e-4,0.021951219512195124
Closed_bars_.x2.,2.073170731707317e-4,0.020731707317073172
Closed_movie_theaters_.x2.,2.073170731707317e-4,0.020731707317073172
totalTestsAntigen,2.073170731707317e-4,0.020731707317073172
totalTestsPeopleViral,2.073170731707317e-4,0.020731707317073172
totalTestsViral,2.073170731707317e-4,0.020731707317073172
X20.week_Extended_Benefits_program_activated,1.9512195121951218e-4,0.01951219512195122
Non.payment_limitation_start,1.9207317073170733e-4,0.01920731707317073
Earnings_in_base_period_required_to_receive_a_.300_weekly_benefit_amount_for_UI,1.9207317073170733e-4,0.01920731707317073
Square_Miles,1.9207317073170733e-4,0.01920731707317073
Extended_Benefits_program_deactivated,1.798780487804878e-4,0.01798780487804878
positiveTestsViral,1.798780487804878e-4,0.01798780487804878
totalTestResults,1.798780487804878e-4,0.01798780487804878
E_UNEMP,1.646341463414634e-4,0.01646341463414634
MP_LIMENG,1.646341463414634e-4,0.01646341463414634
First_eviction_hearing_ban_end,1.646341463414634e-4,0.01646341463414634
positiveTestsAntibody,1.646341463414634e-4,0.01646341463414634
