Vnames,Importance,Importance (%)
r.lm,0.09585060975609756,9.585060975609757
t0.lm,0.08121341463414636,8.121341463414636
Variant...B.1.1.194,0.06063109756097561,6.06310975609756
Variant...AY.2,0.05417073170731708,5.417073170731708
Variant...B.1.1.7,0.05161585365853659,5.161585365853659
Variant...AY.3,0.050896341463414624,5.089634146341463
Variant...Other,0.04289634146341464,4.289634146341464
Variant...B.1.526,0.04021951219512195,4.021951219512196
cutoff,0.035125,3.5125
Date_closed_K.12_public_schools,0.03248475609756098,3.2484756097560976
metrics.testPositivityRatio,0.029756097560975612,2.9756097560975614
Variant...B.1.351,0.028359756097560977,2.8359756097560975
State_of_emergency_issued,0.024012195121951213,2.401219512195121
Variant...B.1.525,0.02110060975609756,2.110060975609756
Stopped_personal_visitation_in_state_prisons,0.02004878048780488,2.004878048780488
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.01901219512195122,1.9012195121951219
Closed_other_non.essential_businesses,0.018567073170731706,1.8567073170731707
Closed_Bars,0.01745121951219512,1.745121951219512
Reopened_other_non.essential_retail,0.015024390243902438,1.502439024390244
Closed_gyms,0.014695121951219511,1.4695121951219512
Date_general_public_became_eligible_for_COVID.19_vaccination,0.013637195121951218,1.3637195121951218
Allow.expand_Medicaid_telehealth_coverage,0.013414634146341461,1.3414634146341462
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.013375,1.3375
Closed_movie_theaters,0.01244512195121951,1.2445121951219509
Extended_Benefits_program_activated,0.011780487804878047,1.1780487804878048
Closed_restaurants_except_take_out,0.010710365853658536,1.0710365853658537
Date_adults_ages_40._became_eligible_for_COVID.19_vaccination,0.009027439024390243,0.9027439024390244
Reopened_hair_salons.barber_shops,0.009021341463414633,0.9021341463414634
Reopen_restaurants,0.007783536585365853,0.7783536585365852
Variant...B.1.526.1,0.007176829268292682,0.7176829268292683
Allowed_restaurants_to_sell_takeout_alcohol,0.006996951219512194,0.6996951219512194
Began_to_reopen_businesses,0.006911585365853658,0.6911585365853657
Variant...P.1,0.006774390243902439,0.677439024390244
