Vnames,Importance,Importance (%)
r.lm,0.09467073170731707,9.467073170731707
t0.lm,0.09040853658536585,9.040853658536586
cutoff,0.08985365853658535,8.985365853658536
State_of_emergency_issued,0.06803963414634147,6.803963414634147
Stopped_personal_visitation_in_state_prisons,0.06063109756097561,6.06310975609756
Date_closed_K.12_public_schools,0.05620121951219511,5.620121951219511
Closed_Bars,0.04576829268292683,4.576829268292683
metrics.testPositivityRatio,0.04054878048780487,4.054878048780488
Closed_other_non.essential_businesses,0.03636280487804878,3.636280487804878
SNAP_Waiver_._Emergency_Allotments_to_Current_SNAP_Households,0.03386280487804878,3.3862804878048784
Closed_restaurants_except_take_out,0.029978658536585368,2.9978658536585368
Modify_Medicaid_requirements_with_1135_waivers_.date_of_CMS_approval.,0.02953658536585366,2.9536585365853663
Date_adults_ages_40._became_eligible_for_COVID.19_vaccination,0.02932926829268293,2.932926829268293
Allow.expand_Medicaid_telehealth_coverage,0.028006097560975603,2.8006097560975602
Date_adults_ages_45._became_eligible_for_COVID.19_vaccination,0.02765243902439024,2.765243902439024
Date_adults_ages_30._became_eligible_for_COVID.19_vaccination,0.02455792682926829,2.455792682926829
Closed_gyms,0.01783841463414634,1.783841463414634
Date_general_public_became_eligible_for_COVID.19_vaccination,0.01677439024390244,1.677439024390244
Closed_movie_theaters,0.015740853658536585,1.5740853658536587
Date_adults_ages_80._became_eligible_for_COVID.19_vaccination,0.014600609756097562,1.4600609756097562
Allowed_restaurants_to_sell_takeout_alcohol,0.014457317073170732,1.4457317073170732
Date_adults_ages_75._became_eligible_for_COVID.19_vaccination,0.013118902439024388,1.3118902439024387
Date_adults_ages_55._became_eligible_for_COVID.19_vaccination,0.011201219512195123,1.1201219512195124
First_overall_eviction_moratorium_start,0.00960670731707317,0.9606707317073171
Extended_Benefits_program_activated,0.008923780487804879,0.8923780487804879
Allow_audio.only_telehealth,0.008676829268292682,0.8676829268292682
Waived_one_week_waiting_period_for_unemployment_insurance,0.008234756097560976,0.8234756097560976
Date_adults_ages_50._became_eligible_for_COVID.19_vaccination,0.007667682926829269,0.7667682926829269
Date_incarcerated_people_became_eligible_for_COVID.19_vaccination,0.005289634146341463,0.5289634146341463
Stay_at_home._shelter_in_place,0.004387195121951219,0.4387195121951219
